address,beds,baths,type,price,SqFt,listing#
32 Forest Manor Rd 1011 Toronto,1+1,2,Condo Apt Apartment,2680,600-699,C10744068
78 Tecumseth St 805 Toronto,1+1,1,Condo Apt Apartment,2680,600-699,C10411361
35 Hollywood Ave 2102 Toronto,1+1,1,Condo Apt Apartment,2680,600-699,C10416688
1001 Bay St 3005 Toronto,1+1,1,Condo Apt Apartment,2680,700-799,C9297370
3 Gloucester St 2104 Toronto,1+1,1,Condo Apt Apartment,2680,600-699,C9365375
5168 Yonge St 1101 Toronto,1+1,1,Condo Apt Apartment,2680,600-699,C10419902
425 Front St E 511 Toronto,1+1,2,Condo Apt Apartment,2680,500-599,C9378573
31 Bales Ave 1215 Toronto,1+1,1,Condo Apt Apartment,2680,600-699,C10442738
77 Shuter St 515 Toronto,1,2,Condo Apt Loft,2680,500-599,C10427432
20 Shore Breeze Dr 2306 Toronto,1+1,1,Condo Apt Apartment,2680,500-599,W9419946
210 Simcoe St 1014 Toronto,1,1,Condo Apt Apartment,2680,700-799,C10418492
101 Charles St E 1605 Toronto,1,1,Condo Apt Apartment,2680,600-699,C9768663
38 Iannuzzi St N 634 Toronto,1+1,1,Condo Apt Apartment,2680,500-599,C9380082
5 Soudan Ave 1144 Toronto,1+1,1,Comm Element Condo Apartment,2675,600-699,C10440526
28 Harrison Garden Blvd 607 Toronto,1+1,1,Condo Apt Apartment,2675,600-699,C9385041
25 Nicholas Ave 323 Toronto,1+1,1,Condo Apt Apartment,2675,500-599,C9343322
39 Queens Quay E 532 Toronto,1,1,Condo Apt Apartment,2675,600-699,C10405151
4955 Yonge St 1503 Toronto,1+1,2,Condo Apt Apartment,2670,600-699,C10427106
55 Charles St E 2510 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9581242
51 Lower Simcoe St 620 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10463704
38 Dan Leckie Way 1709 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10424737
38 Iannuzzi St 111 Toronto,1+1,1,Comm Element Condo Other,2650,500-599,C9040034
15 Lower Jarvis St 608 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10426602
1121 Bay St 1504 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9418100
55 Regent Park Blvd 402 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10429768
2 Rean Dr 903 Toronto,1+1,2,Condo Apt Apartment,2650,700-799,C9394908
85 Queens Wharf Rd 3305 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10403050
155 Yorkville Ave 807 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10406095
761 Bay St 2210 Toronto,1+1,2,Condo Apt Apartment,2650,700-799,C10424800
60 George Butchart Dr 215 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,W10418166
59 Annie Craig Dr 2401 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,W10419790
525 Adelaide St W 927 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9457841
38 Dan Leckie Way 316 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9417903
365 CHURCH St 1706 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9505749
30 Samuel Wood Way 407 Toronto,1+1,2,Condo Apt Apartment,2650,700-799,W10408438
2A Church St 1702 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10431724
18 Harbour St 1207 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9416896
55 Charles St E 3507 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9513186
39 Roehampton Ave 3510 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C9305909
105 The Queensway Ave 2515 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,W10427680
5 Valhalla Inn Rd 506 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,W9416957
28 Ted Rogers Way 3207 Toronto,1,2,Condo Apt Apartment,2650,600-699,C10404742
75 The Donway W 906 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9295091
10 Deerlick Crt 1217 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10426131
125 Blue Jays Way 1901 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10408444
75 East Liberty St 1809 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10426610
20 SHOREBREEZE Dr 3802 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,W10433933
18 Holmes Ave 2615 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10426008
763 Bay St 3603 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C9509491
21 Balmuto St 1102 Toronto,1,1,Condo Apt Apartment,2650,500-599,C9418744
55 Charles St E 2407 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10404805
55 Charles St E 4606 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10425428
1171 Queen St W 1601 Toronto,1,1,Condo Apt Apartment,2650,600-699,C10707905
4955 Yonge St 1510 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10412493
9 Bogert Ave W 1004 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10422251
19 Grand Trunk Cres W 512 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9389434
19 Bathurst St 3107 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9398993
38 Elm St 2612 Toronto,1,1,Condo Apt Apartment,2650,700-799,C9378472
628 Fleet St 1311 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9769525
327 King St W 3103 Toronto,1,1,Comm Element Condo Apartment,2650,500-599,C9748474
19 Western Battery Rd 803 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10441117
7 Grenville St 517 Toronto,1+1,2,Condo Apt Apartment,2650,800-899,C9343081
30 SHORE BREEZE Dr 4709 Toronto,1+2,1,Condo Apt Apartment,2650,600-699,W9400439
28 Harrison Garden Blvd 2207 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9353151
319 Jarvis St 4801 Toronto,1+1,2,Condo Apt Apartment,2650,500-599,C10405082
361 Front St W 2912 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10405967
28 Freeland St 4708 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10433873
88 Scott St 4707 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9394291
386 Yonge St 1405 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C10423939
70 Queens Wharf Rd 3001 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10431310
90 Broadview Ave 618 Toronto,1+1,1,Condo Apt Loft,2650,600-699,E10432495
138 Princess St 411 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9393578
95 Mcmahon Dr 1615 Toronto,1,1,Condo Apt Multi-Level,2650,500-599,C10429890
14 York St 2712 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10421110
219 Dundas St 501 Toronto,1,1,Condo Apt Apartment,2650,500-599,C9385525
125 Redpath Ave 2901 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C9487100
12 York St 4911 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9418050
30 Shore Breeze Dr 4020 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,W10744121
138 Downes St 4508 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10432047
50 Charles St E 601 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9508363
500 Doris Ave 1530 Toronto,1,2,Comm Element Condo Apartment,2650,700-799,C9768195
5500 Yonge St Lph11 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C9350482
55 Charles St E 4906 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10427799
65 Bremner Blvd 2511 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10411377
942 Yonge St 909 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C9371823
2369 Danforth Ave 219 Toronto,1+1,2,Condo Apt Apartment,2650,500-599,E9396353
85 Bloor St E 1007 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10432395
215 Fort York Blvd 2709 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10426196
231 Fort York Blvd 2106 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9383204
395 Bloor St E 3101 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9510245
65 East Liberty St 1707 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10421455
7 Carlton St 1414 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10421409
352 Front St W 101 Toronto,1+1,2,Condo Townhouse 2-Storey,2650,600-699,C9373219
1080 Bay St 2101 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10433528
25 Neighbourhood Lane 710 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,W10421619
75 Queens Wharf Rd 3811 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10427682
3018 Yonge St 1112 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10418199
81A Front St E 312 Toronto,1,1,Condo Apt Loft,2650,500-599,C9510111
5 ST. JOSEPH St 2106 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10845358
8 Park Rd E 2809 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10299633
28 Ted Rogers Way 2607 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10429261
225 Sumach St 912 Toronto,1+1,1,Comm Element Condo Apartment,2650,600-699,C9311213
60 Princess St 915 SE Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10440935
942 Yonge St 817 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9507247
168 Simcoe St 803 Toronto,1,1,Condo Apt Apartment,2650,600-699,C10371748
4978 Yonge St 3601 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10707785
1030 King St W 213 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9311325
25 Grenville St 603 Toronto,1+1,1,Condo Apt Apartment,2650,800-899,C10713764
3220 Sheppard Ave E 410 Toronto,1+1,2,Condo Apt Apartment,2650,700-799,E9309543
1001 Bay St 1418 Toronto,1,1,Condo Apt Apartment,2650,700-799,C10406135
14 York St 5611 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9768709
470 Front St W 1415 Toronto,1,1,Condo Apt Multi-Level,2650,500-599,C10405356
2 Sonic Way 2507 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10744186
11 Wellesley St W 3106 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10422492
21 Nelson St 301 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C9396107
38 Forest Manor Rd 1005 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10424651
65 Harbour Sq 3209 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9350645
15 BRUYERES Mews 517 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10410293
88 Harbour St 4608 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10440671
375 King St W 2506 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C10426065
28 Freeland St 1010 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10416567
36 Park Lawn Rd 2409 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,W9398643
21 Widmer St 3412 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9768646
57 St Joseph St 416 Toronto,1,1,Condo Apt Apartment,2650,500-599,C9506521
125 Redpath Ave PH107 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9508008
57 Brock Ave 212 Toronto,1+1,1,Condo Apt Loft,2650,500-599,W9398054
608 Richmond St W 210 Toronto,1,1,Condo Apt Loft,2650,0-499,C9419233
361 Front St W 2306 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9394854
10 Bloorview Pl 910 Toronto,1+1,1,Condo Apt Apartment,2649,600-699,C10426734
27 Rean Dr 211 Toronto,1+1,1,Condo Apt Apartment,2649,600-699,C10431816
111 RIDELLE Ave 1204 Toronto,1+1,1,Condo Apt Apartment,2648,600-699,W9357772
2525 Bathurst St 903 Toronto,1,1,Condo Apt Apartment,2645,600-699,C9512589
2525 Bathurst St 910 Toronto,1,1,Condo Apt Apartment,2645,500-599,C8459496
2525 Bathurst St 1011 Toronto,1,1,Condo Apt Apartment,2645,500-599,C9512604
2300 St. Clair Ave W 221 Toronto,1+1,2,Condo Apt Apartment,2625,600-699,W9768474
215 Fort York Blvd 3609 Toronto,1+1,1,Condo Apt Apartment,2625,600-699,C9819791
350 Wellington St W M30 Toronto,1,1,Condo Apt Apartment,2625,600-699,C9261625
100 MILL St 422 Toronto,1,1,Condo Apt Apartment,2620,500-599,C10425872
80 John St 2308 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9512515
50 Wellesley St E #2507 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10442833
18 Yorkville Ave 1708 Toronto,1,1,Condo Apt Apartment,2600,0-499,C10428227
525 Adelaide St W 326 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10417136
1001 Bay St 1301 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C9508405
2121 Lakeshore Blvd 1001 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,W9377333
386 Yonge St 1812 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10404792
188 Cumberland St 2001 Toronto,1,1,Condo Apt Apartment,2600,0-499,C10428306
8 York St 3408 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10427633
28 freeland St N 2506 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9418077
36 Brentcliffe Rd 902 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9379066
4725 Sheppard Ave E 1701 Toronto,1+1,1,Condo Apt Apartment,2600,1000-1199,E9367287
28 Empress Ave 506 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10414075
3 Gloucester St 811 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10845360
23 Sheppard Ave E 2507 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9362653
150 East Liberty St 2801 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10426128
21 Widmer St 4306 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10429940
403 Church St 2309 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10408172
480 Mclevin Ave 816 Toronto,1+1,2,Condo Apt Apartment,2600,900-999,E10433331
45 Charles St E 4311 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9393888
555 Yonge St 714 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10406182
8 Eglinton Ave E 1512 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10231021
55 Charles St E 3909 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9380343
88 Harbour St 3103 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10425047
120 Harrison Garden Blvd 1505 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10428462
44 St Joseph St 701 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9400331
77 St Clair Ave E 1801 Toronto,1,1,Other Apartment,2600,700-799,C9509140
81 Wellesley St E 1602 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10413950
25 Fontenay Crt 405 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9418251
16 Bonnycastle St 2005 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9769228
135 East Liberty St 1304 Toronto,1+1,1,Condo Apt Apartment,2600,0-499,C10414440
705 King St W 1612 Toronto,1+1,1,Condo Apt Apartment,2600,800-899,C9508444
10 Delisle Ave 102 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10426211
11 WELLESLEY STREET WEST St 3906 Toronto,1+0,1,Condo Apt Other,2600,500-599,C10884922
8 Hillsdale Ave E 1524 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10441837
859 The Queensway 519 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9385836
525 Wilson Ave 232 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10424926
85 Wood St 4007 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9239397
2 Anndale Dr 2003 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9768838
35 Tubman Ave 1019 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9822090
20 Burkebrook Pl 306 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10407607
10 Park Lawn Rd 3702 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9891287
2020 Bathurst St 616 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9513170
1 Yorkville Ave 3112 Toronto,1+1,2,Condo Apt Apartment,2600,500-599,C10431839
10 York St 5408 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10432595
60 Princess St 1414 SE Toronto,1+1,2,Condo Apt Apartment,2600,500-599,C9505832
10 Bloorview Pl 517 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10404757
181 Sheppard Ave Ave E 225 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10416756
4208 Dundas St W PH810 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,W9513316
15 Viking Lane 3310 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W10421324
12 Yonge St 2311 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10424690
7 Lorraine Dr 708 Toronto,1,1,Condo Apt Multi-Level,2600,600-699,C10425284
170 Fort York Blvd 1213 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10428709
25 Holly St 2504 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9378581
210 Simcoe St 907 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C10433696
150 SUDBURY St 1007 Toronto,1+1,1,Condo Apt Other,2600,600-699,C10294972
25 Greenview Ave 1624 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9418662
318 Richmond St W 3404 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9420234
30 Meadowglen Pl 2008 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,E10418639
38 Grand Magazine St 333 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,C9392747
65 Bremner Blvd 4709 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9296942
770 Bay St 303 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C9268876
28 Freeland St 3806 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9388099
55 Charles St E 4706 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10431656
1055 Bay St 2216 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10412662
319 Jarvis St 5002 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10423432
33 Charles St E 3102 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10409157
770 Bay St 1707 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9311017
80 Marine Parade Dr 608 Toronto,1,1,Condo Apt Apartment,2600,600-699,W10410922
575 Bloor St E 1106 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10926717
763 Bay St 613 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10422532
2191 Yonge St 4604 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C10441721
543 Richmond St W 1411 Toronto,1+1,2,Condo Apt Apartment,2600,500-599,C9377517
120 Harrison Garden Blvd 1105 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9795210
90 Stadium Rd 602 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10324276
570 Bay St 2606 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10424713
11 St Joseph St 204 Toronto,1,1,Condo Apt Apartment,2600,600-699,C8479890
18 Maitland Terr 2503 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9394546
88 Corporate Dr 1010 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,E10425653
3018 Yonge St 304 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10405723
195 Redpath Ave 3405 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10412449
120 Harrison Garden Blvd PH02 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10404950
251 Jarvis St 1029 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10421514
55 Cooper St 7102 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9367670
50 Charles St E 1209 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9345566
403 Church St 1809 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9770291
327 King St W 3703 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9384360
15 Viking Lane 901 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W10874846
55 cooper St 4002 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10429872
609 Avenue Rd 1408 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10392988
327 King St W 4503 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9378753
14 York St 5004 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9373989
223 St Clair Ave W 710 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10874826
25 Town Centre Crt 2203 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,E10408866
585 Bloor St E 327 Toronto,1,1,Condo Apt Apartment,2600,700-799,C9397904
125 Redpath Ave 2605 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10408982
125 Redpath Ave 2106 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9506985
85 Mcmahon Dr 2115 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10425898
25 Richmond St E 2806 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9767862
50 Charles St E 1101 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10875126
5 Valhalla Inn Rd 1201 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,W10415366
1100 Sheppard Ave W 1531 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,W10416846
30 Harrison Garden Blvd 2109 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9306148
293 The Kingsway 418 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W10428538
77 Shuter St 715 Toronto,1,2,Condo Apt Loft,2600,600-699,C10440535
1808 St Clair Ave W 1002 Toronto,1,1,Condo Apt Apartment,2600,700-799,W9512797
2885 Bayview Ave 822 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10429742
15 Grenville St 511 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9364676
115 Mcmahon Dr 2502 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10422430
5162 Yonge St 2508 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9399294
135 East Liberty St 2006 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10418578
50 BRUYERES Mews 902 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9294494
50 Ordnance St 2903 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9386225
503 Beecroft Rd 103 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9394872
120 Lombard St 307 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10405572
95 Bathurst St 621 Toronto,1,1,Condo Apt Apartment,2600,700-799,C10442539
397 Front St W 316 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9282910
25 Richmond St E 2406 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9361131
25 Adra Grado Way 257 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9256806
18 Kenaston Gdns 306 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,C10417761
18 Harbour St 3307 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10414854
20 Minowan Miikan Lane 913 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10433123
218 Queens Quay W 507 Toronto,1,1,Condo Apt Apartment,2600,600-699,C9410283
318 Richmond St W 907 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10410519
30 Ordnance St 508 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10409171
30 Shore Breeze Dr 3818 Toronto,1+1,1,Condo Apt Apartment,2600,0-499,W10414720
10 Queens Quay W 603 Toronto,1,1,Condo Apt Apartment,2600,700-799,C10427740
70 Temperance St 2207 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10428848
211 Randolph Rd 409 Toronto,1,1,Condo Apt Apartment,2600,800-899,C9509674
31 Tippett Rd 332 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10428737
20 Edward St 2121 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10415070
36 Park Lawn Rd 3301 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9361997
10 De Boers Dr 615 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,W9369941
60 Shuter St 907 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9050931
111 Elizabeth St 926 Toronto,1,1,Condo Apt Apartment,2600,600-699,C9304465
80 Charles St E 505 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10409364
19 Bathurst St 4209 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9359250
38 Forest Manor Rd 1001 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10419268
35 Empress Ave 1601 Toronto,1,1,Condo Apt Apartment,2600,700-799,C10422435
2200 Lake Shore Blvd W 608 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,W10440618
195 McCaul St 208 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9393542
297 College St 505 Toronto,1+1,1,Comm Element Condo Apartment,2600,700-799,C9365938
5168 Yonge St 3208 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10875046
110 Marine Parade Dr 310 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9461782
19 Barberry Pl 518 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10430618
410 Queens Quay 1210 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10442571
195 McCaul St 414 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9368316
70 Annie Craig Dr 5001 Toronto,1,1,Condo Apt Apartment,2600,500-599,W9385360
60 Ann O'Reilly Rd 1868 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10406929
25 Viking Lane 658 Toronto,1+1,1,Comm Element Condo Apartment,2600,600-699,W10421462
19 Bathurst St 1210 Toronto,1+1,1,Comm Element Condo Apartment,2600,500-599,C9304490
90 Stadium Rd Th109 Toronto,1+1,1,Condo Townhouse 2-Storey,2600,600-699,C9769320
135 East Liberty St 1107 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10414242
80 Marine Parade Dr 2706 Toronto,1,1,Condo Apt Apartment,2600,600-699,W10440673
275 Yorkland Rd 1806 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10420783
112 George St 823 Toronto,1,1,Condo Apt Apartment,2600,700-799,C10426972
251 Manitoba St 1119 Toronto,1,1,Condo Apt Apartment,2600,600-699,W9397691
100 Harbour St 6201 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9396813
11 Wellesley St W 3906 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10884925
1055 Bay (Furnished & Prkng) St 913 Toronto,1+1,1,Condo Apt Apartment,2600,0-499,C9510681
85 Queens Wharf Rd 307 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10410255
15 Singer Crt 915 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,C9389754
238 BONIS Ave 721 Toronto,1+0,1,Condo Apt Other,2600,700-799,E10429153
2 Rean Dr 1210 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10255594
218 Queens Quay W 403 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,C10429287
197 Yonge St 4705 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10430221
130 River St 1710 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10406679
