address,beds,baths,type,price,SqFt,listing#
5 St Joseph St 706 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9379067
8 Mercer St 2807 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10412124
15 Baseball Pl 1402 Toronto,1,1,Condo Apt Apartment,2350,0-499,E10430924
500 Doris Ave 624 Toronto,1,1,Condo Apt Apartment,2350,600-699,C10417502
115 Mcmahon Dr 2108 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10419925
8 York St 408 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9514739
7 Broadway Ave 412 Toronto,1+1,1,Condo Apt Apartment,2350,600-699,C10429749
75 St Nicholas St 2109 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9457844
5793 Yonge St 810 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10442551
188 Fairview Mall Dr 1102 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10927207
736 Bay St 709 Toronto,1,1,Condo Apt Apartment,2350,600-699,C9258677
17 Dundonald St 1403 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10419817
7 LORRAINE Dr 709 Toronto,1,1,Condo Apt Apartment,2350,600-699,C10442080
327 king St 2007 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10410418
45 Charles St 4505 Toronto,1,1,Condo Apt Apartment,2350,500-599,C10427365
155 Dalhousie St 1038 Toronto,1,2,Condo Apt Apartment,2350,600-699,C9396888
195 mccaul St 707 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9461792
8 Telegram Mews 1208 Toronto,1,1,Condo Apt Apartment,2350,500-599,C9362025
19 Western Battery Rd 2005 Toronto,1+0,1,Condo Apt Apartment,2350,0-499,C10427920
300 Front St W 1001 Toronto,1,1,Condo Apt Apartment,2350,600-699,C9250700
30 Baseball Pl 512 Toronto,1,1,Condo Apt Apartment,2350,500-599,E10426525
1 Yorkville Ave 1610 Toronto,1,1,Condo Apt Apartment,2350,0-499,C9310676
70 Temperance St 1409 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10426845
11 Wellesley St 6001 Toronto,1,1,Condo Apt Apartment,2350,0-499,C10415703
70 Temperance St 2709 Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10427616
2020 Bathurst St Toronto,1+1,1,Condo Apt Apartment,2350,500-599,C10744114
1 Scott St 2805 Toronto,1,1,Condo Apt Apartment,2350,0-499,C9347461
2525 Bathurst St 906 Toronto,1,1,Condo Apt Apartment,2365,500-599,C9387403
3385 Dundas St W 515 Toronto,1,1,Other Apartment,2365,500-599,W10441472
2525 Bathurst St 808 Toronto,1,1,Condo Apt Apartment,2365,500-599,C9512678
2525 Bathurst St 802 Toronto,1,1,Condo Apt Apartment,2365,500-599,C9387393
21 Carlton St 3404 Toronto,1+1,1,Condo Apt Apartment,2370,500-599,C10433662
108 Peter St 610 Toronto,1+1,1,Condo Apt Apartment,2375,500-599,C10431161
19 Grand Trunk Cres 1007 Toronto,1+1,1,Condo Apt Apartment,2375,500-599,C10428507
295 Adelaide St W 407 Toronto,1,1,Condo Apt Apartment,2375,600-699,C9769245
352 Front St W 1412 Toronto,1+1,1,Condo Apt Apartment,2375,600-699,C10441725
88 Scott St 1908 Toronto,1,1,Condo Apt Apartment,2375,500-599,C10409083
17 Zorra St S 1805 Toronto,1,1,Condo Apt Apartment,2375,500-599,W10410673
125 Peter St 510 Toronto,1,1,Condo Apt Apartment,2375,600-699,C10407019
60 Berwick Ave 301 Toronto,1,1,Condo Apt Apartment,2375,0-499,C9371143
115 Blue Jays Way 1207 Toronto,1+1,1,Condo Apt Apartment,2375,500-599,C9386279
380 Macpherson Ave 328 Toronto,1,1,Condo Apt Loft,2375,600-699,C10424233
50 Town Centre Crt 403 Toronto,1+1,1,Condo Apt Apartment,2375,600-699,E9388605
161 Roehampton Ave 2602 Toronto,1,1,Condo Apt Apartment,2375,600-699,C10420655
88 HARBOUR St N 6902 Toronto,1,1,Condo Apt Apartment,2375,0-499,C9823924
1055 Bay St 1904 Toronto,1,1,Condo Apt Apartment,2380,500-599,C10433264
151 Dan Leckie Way 717 Toronto,1+1,1,Condo Apt Apartment,2380,600-699,C10707945
50 Ann O'Reilly Rd 431 Toronto,1,1,Condo Apt Apartment,2380,0-499,C10428111
38 Joe Shuster Way 302 Toronto,1+1,2,Condo Apt Apartment,2380,600-699,C10433778
1285 Dupont St 2708 Toronto,1+1,1,Condo Apt Apartment,2380,600-699,W10432179
60 Shuter St 703 Toronto,1+1,1,Comm Element Condo Apartment,2380,500-599,C10415935
575 Bloor St E 2805 Toronto,1+1,1,Condo Apt Apartment,2380,500-599,C10875003
19 Bathurst St 3115 Toronto,1,1,Condo Apt Apartment,2380,500-599,C10432612
2212 Lake Shore Blvd W 3205 Toronto,1,1,Condo Apt Apartment,2380,500-599,W9364281
30 Roehampton Ave 3107 Toronto,1,1,Condo Apt Apartment,2380,500-599,C10412068
159 Wellesley St E 907 Toronto,1+1,1,Condo Apt Apartment,2380,500-599,C10422265
185 Roehampton Ave 2605 Toronto,1,1,Condo Apt Apartment,2380,500-599,C10416140
55 Charles St E 3009 Toronto,1,1,Condo Apt Apartment,2380,500-599,C9349526
60 Brian Harrison Way 2101 Toronto,1+1,2,Condo Apt Apartment,2380,600-699,E10707854
27 Bathurst St E 1518 Toronto,1+1,1,Condo Apt Apartment,2380,500-599,C10854828
100 Hayden St 703 Toronto,1+1,1,Condo Apt Apartment,2385,600-699,C10425320
20 Minowan Miikan Lane 1113 Toronto,1,1,Condo Apt Apartment,2385,500-599,C10430166
560 Front St 1006 Toronto,1,1,Condo Apt Apartment,2390,500-599,C10426940
1410 Dupont St 1403 Toronto,1+1,1,Condo Apt Apartment,2390,500-599,W10409402
400 Adelaide St E 2314 Toronto,1,1,Condo Apt Apartment,2390,500-599,C10405915
633 Bay St 812 Toronto,1+1,1,Condo Apt Apartment,2390,600-699,C9416611
70 Temperance St 907 Toronto,1+1,1,Condo Apt Apartment,2390,500-599,C10477085
15 Queens Quay E 421 Toronto,1+1,1,Condo Apt Apartment,2390,600-699,C10441994
23 Sheppard Ave E 1602 Toronto,1,1,Condo Apt Apartment,2395,600-699,C10430684
105 Victoria St 908 Toronto,1,1,Condo Apt Apartment,2395,600-699,C10413217
33 Frederick Todd Way 813 Toronto,1+1,2,Condo Apt Apartment,2395,700-799,C9343727
485 Huron St 305 Toronto,1,1,Condo Apt Apartment,2395,0-499,C9387693
525 Wilson Ave 561 Toronto,1+1,1,Condo Apt Apartment,2395,600-699,C10417700
6 Eva Rd 703 Toronto,1,1,Condo Apt Apartment,2395,600-699,W10421191
6 Eva Rd 904 Toronto,1+1,1,Condo Apt Apartment,2395,600-699,W9386267
2525 Bathurst St 1306 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9387414
127 Broadway Ave 315 Toronto,1,1,Condo Apt Apartment,2395,500-599,C10416340
27 Bathurst St E 421W Toronto,1+1,1,Condo Apt Apartment,2395,500-599,C9372848
666 Spadina Ave 2406 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9346024
666 Spadina Ave 2001 Toronto,1,1,Condo Apt Apartment,2395,500-599,C10412088
666 Spadina Ave 401 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9268774
38 Grand Magazine St 1642 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9506755
161 Roehampton Ave 1805 Toronto,1,1,Condo Apt Apartment,2395,500-599,C10707849
25 Bedford Rd 804 Toronto,1,1,Condo Apt Apartment,2395,700-799,C10417461
25 The Esplanade 813 Toronto,1,1,Condo Apt Apartment,2395,600-699,C10429207
55 Ontario St 411 Toronto,1,1,Condo Apt Apartment,2395,500-599,C9247877
195 McCaul St 509 Toronto,1+1,1,Condo Apt Apartment,2395,500-599,C10875092
80 Queens Wharf Rd 807 Toronto,1+1,1,Condo Apt Apartment,2398,500-599,C10421108
55 Charles St E 4507 Toronto,1,1,Condo Apt Multi-Level,2398,500-599,C10744188
8 Mercer St 518 Toronto,1,1,Condo Apt Apartment,2399,500-599,C10226679
10 Graphophone Grve 1601 Toronto,1,1,Condo Apt Apartment,2399,500-599,W9352361
319 JARVIS St PH06 Toronto,1,1,Condo Apt Apartment,2399,600-699,C10427356
15 Holmes Ave 3009 Toronto,1,1,Condo Apt Apartment,2399,0-499,C9384852
101 Erskine Ave 2901 Toronto,1,1,Condo Apt Apartment,2399,500-599,C9398801
70 ANNIE CRAIG Dr 3309 Toronto,1,1,Condo Apt Apartment,2399,500-599,W10426202
70 ANNIE CRAIG Dr 3001 Toronto,1,1,Condo Apt Apartment,2399,500-599,W10432622
215 Fort York Blvd 3601 Toronto,1+1,1,Condo Apt Apartment,2399,600-699,C10426739
215 Fort York Blvd 2801 Toronto,1+1,1,Condo Apt Apartment,2399,600-699,C10434052
2221 Yonge St 3705 Toronto,1+1,1,Condo Apt Apartment,2399,500-599,C10430680
255 Village Green Sq 2601 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,E9980344
68 Corporate Dr 527 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,E9300328
219 Dundas St E 1112 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,C10260752
30 Grand Trunk Cres 2301 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10427416
88 Harbour St 2909 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9389588
10 Markbrook Lane 2006 Toronto,1,1,Condo Apt Apartment,2400,900-999,W10406640
505 Richmond St W 717 Toronto,1,1,Comm Element Condo Apartment,2400,500-599,C10432262
155 Beecroft Rd 1203 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10411188
251 Jarvis St 4914 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10404978
76 Shuter St 601 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10408549
100 Dalhousie St 2308 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,C9417719
55 Charles St 3808 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10854810
100 Dalhousie St 1002 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10407665
503 Beecroft Rd 1211 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9363057
28 Madison Ave 01 Toronto,1,1,Condo Apt Apartment,2400,700-799,C10413112
50 Ann O'reilly Rd N 331 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9383032
20 Shore Breeze Dr 450 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10407653
33 Bay St 1913 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9379827
66 Portland St 405 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10428733
85 East Liberty St E 805 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9243499
165 Legion Rd N 2325 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10429257
25 Richmond St 3304 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10416486
52 Forest Manor Rd 513 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9768396
1815 Yonge St 2505 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9395065
32 Forest Manor Rd 203 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9390395
425 Front St E 612 Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C10419218
75 Queens Wharf Rd 712 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9513039
72 Esther Shiner Blvd 710 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10431737
200 Sudbury St 305 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10430040
55 East Liberty St 1810 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10425830
55 Ontario St 1207 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9378255
42 Western Battery Rd 739 Toronto,1,1,Condo Townhouse 2-Storey,2400,600-699,C10431755
650 Queens Quay W 1122 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10423809
4978 Yonge St 1505 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9768798
275 Yorkland Rd 1112 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10431896
35 Bales Ave 909 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10420024
16 Harrison Garden Blvd 406 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10428482
10 Park Lawn Rd 722 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,W9386617
77 Shuter St 2916 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10402756
25 Richmond St E 2612 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10874873
70 Temperance St 4512 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10440997
470 Front St W 1610 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9366453
60 Princess St 1214 SE Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C9395992
70 ANNIE CRAIG Dr 3901 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10405968
460 Adelaide St E 1910 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9362314
38 Dan Leckie Way 626 Toronto,1+1,2,Condo Apt Apartment,2400,800-899,C9261089
238 Simcoe St 2801 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10441156
205 The Donway Way 430 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9408119
210 Simcoe St 912 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10416692
8 Mercer St 420 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10429206
3091 Dufferin St 1210 Toronto,1,1,Condo Apt Apartment,2400,0-499,W9389307
461 Adelaide St W 437 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10404839
188 Cumberland St 1207 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9768343
10 Wilby Cres 1005 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,W9364415
11 Lee Centre Dr 1201 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,E10707724
5 Concorde Pl 3606 Toronto,1,1,Condo Apt Apartment,2400,800-899,C10406103
50 Bruyeres Mews 1003 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9305128
1190 Dundas St E 1010 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,E10423354
525 Wilson Ave 306 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9393364
11 Superior Ave S 609 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10426015
60 Shuter St 2812 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9239451
36 Park Lawn Rd 2108 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10405650
88 Palace Pier Crt 310 Toronto,1,2,Condo Apt Apartment,2400,600-699,W9511186
711 Bay St 1221 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9309821
2031 KENNEDY Rd E 2315 Toronto,1,1,Condo Apt Apartment,2400,500-599,E10432974
5 Defries St 3209 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10432751
60 Shuter St 807 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,C9387969
181 Dundas St E 3612 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10425134
7 Grenville St 2113 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10420058
15 greenview Ave ph1 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9416991
88 Harbour St 4701 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10422729
130 Long Branch Ave 23 Toronto,1,1,Condo Townhouse Stacked Townhse,2400,600-699,W10417285
19 Bathurst St 3202 Toronto,1,1,Co-Op Apt Apartment,2400,500-599,C9784953
88 Sheppard Ave E 1906 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10423842
1030 King St W 1218 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10440756
55 Charles St E 2609 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9349427
25 Oxley St 904 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10434108
7 Grenville St 3013 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9385246
25 Lower Simcoe St 727 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9399755
33 Lombard St 3304 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10433060
50 Town Centre Crt 305 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,E9415906
195 Redpath Ave 1616 Toronto,1+1,1,Condo Apt Apartment,2400,0-499,C10422458
5 Defries St 1713 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10376814
736 Bay St 2503 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9971704
38 Elm St 2506 Toronto,1,1,Condo Apt Apartment,2400,700-799,C10433576
909 Bay St 1602 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9294445
18 Harbour St 2003 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9304174
832 Bay St 4407 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9380667
83 Redpath Ave 1401 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10432035
111 Elizabeth St 1601 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9508539
181 Sheppard Ave E 201 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10429619
188 Redpath Ave 702 Toronto,1+1,1,Condo Apt Apartment,2400,700-799,C10420296
50 Charles St E 2409 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10431667
50 Town Centre Crt 2604 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,E10420738
18 Mondeo Dr 1439 Toronto,1,1,Condo Apt Apartment,2400,600-699,E10425336
770 Bay St 1703 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9356239
35 Brian Peck Cres 122 Toronto,1,1,Comm Element Condo Apartment,2400,600-699,C10432739
132 Widdicombe Hill Blvd 306 Toronto,1,1,Condo Townhouse Stacked Townhse,2400,600-699,W10409828
110 Charles St E 505 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9354480
80 St Patrick St 622 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10417825
30 Shore Breeze Dr 539 Toronto,1,1,Condo Apt Apartment,2400,500-599,W9301296
18 Maitland Terr 702 Toronto,1+1,1,Condo Apt Apartment,2400,0-499,C9372550
543 Richmond St W 1417 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9410081
80 Vanauley St 209 Toronto,1,2,Condo Apt Apartment,2400,600-699,C9394119
15 Holmes Ave 2405 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10409311
161 Roehampton Ave 2207 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10406759
60 Princess St 1514 SE Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C9767824
230 King St E 1801 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10412348
42 Charles St 1203 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9513667
700 Humberwood Blvd 416 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10430105
50 Charles St E 2504 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10418933
18 Holmes Ave 2006 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10414705
35 Balmuto St S 2307 Toronto,1,1,Condo Apt Apartment,2400,700-799,C9311429
2033 Kennedy Rd 3703 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,E9389344
500 Doris Ave 1024 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10429776
56 Annie Craig Dr 908 Toronto,1,1,Condo Apt Apartment,2400,0-499,W9356072
88 Harbour St 2301 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9489568
21 Earl St 325 Toronto,1,1,Condo Townhouse Loft,2400,600-699,C10417443
760 Lawrence Ave W 44 Toronto,1,1,Condo Townhouse Stacked Townhse,2400,700-799,W10409895
60 Princess St 613 SE Toronto,1,1,Condo Apt Apartment,2400,500-599,C10442771
108 Peter St 5209 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9507750
158 Front St E 1004 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10430976
7 Grenville st St W 1713 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9365058
327 King St W 803 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10408658
5 Soudan Ave 2308 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10414567
138 Downes St 7212 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10876789
480 Front St W 911 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10427595
10 YORK St 2508 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10432188
77 Shuter St 2511 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10433144
30 Shore Breeze Dr 2122 Toronto,1,1,Condo Apt Apartment,2400,500-599,W9417949
770 Bay St 1711 Toronto,1,1,Condo Apt Bachelor/Studio,2400,500-599,C10425838
576 Front St W 410E Toronto,1,1,Condo Apt Apartment,2400,500-599,C10432062
100 Harbour St 4101 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10429125
327 King St W 1102 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10417116
7 Grenville St 2512 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10420682
100 Harbour St 5203 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9417960
238 BONIS Ave 721 Toronto,1+0,1,Condo Apt Other,2400,700-799,E10429076
197 Yonge St 1204 Toronto,1,1,Condo Apt Bachelor/Studio,2400,500-599,C9395893
3 Pemberton Ave 1109 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10416858
35 Brian Peck Cres 1408 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10411687
20 Edward St 2305 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9418539
2200 Lake Shore Blvd W 1805 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10417010
195 McCaul St 413 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9417514
700 Humberwood Blvd 2116 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10405717
175 Bamburgh Circ 1906 Toronto,1+1,1,Condo Apt Apartment,2400,800-899,E10875113
8 Tippett Rd 1013 Toronto,1,2,Condo Apt Apartment,2400,600-699,C10408620
55 Ontario St 402 Toronto,1,1,Condo Apt Loft,2400,500-599,C10432169
101 Charles St E 2211 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10422711
26 Olive Ave 1206 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10405754
159 Wellesley St E 2607 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9298827
2035 Sheppard Ave E 318 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10464534
88 Corporate Dr 718 Toronto,1+1,1,Condo Apt Apartment,2400,700-799,E9379172
30 Shore Breeze Dr 1915 Toronto,1,1,Condo Apt Apartment,2400,0-499,W10410144
2212 Lake Shore Blvd W 301 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10433861
705 King St W 814 Toronto,1+1,1,Condo Apt Apartment,2400,700-799,C9864514
2033 Kennedy Rd 2101 Toronto,1+1,1,Comm Element Condo Apartment,2400,500-599,E10424996
700 Humberwood Blvd 2221 Toronto,1,1,Condo Apt Apartment,2400,600-699,W9373189
633 Bay St 2122 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10409710
66 Forest Manor Rd 2705 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10744054
20 Edward St 914 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9508282
36 Lisgar St 1205E Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9399511
109 Front St E 926 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10430081
70 Temperance St 1003 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10424981
330 Richmond St W 2315 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10440562
35 Hollywood Ave PH201 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10431809
816 Lansdowne Ave 112 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,W10430727
38 Cameron St 1013 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9382156
17 Bathurst St 1708 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10441927
197 Yonge St 3011 Toronto,1+1,1,Comm Element Condo Apartment,2400,600-699,C10429636
10 Park Lawn Rd 1605 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10432526
1080 Bay St 508 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10421439
159 DUNDAS St E 505 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,C10433037
15 Queens Quay E 809 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10414558
38 Lee Centre Dr 706 Toronto,1,1,Condo Apt Apartment,2400,500-599,E10418703
70 Temperance St 807 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9510563
197 Yonge St 1211 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10428232
560 Front St W 903 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9416874
181 BEDFORD Rd 305 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10430443
320 Richmond St E 619 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9769214
60 Shuter St 1210 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10279852
7 Grenville St 3610 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10406003
180 Fairview Mall Dr 907 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9397290
5 Concorde Pl 1910 Toronto,1+1,1,Comm Element Condo Apartment,2400,700-799,C10428689
195 Redpath Ave 2508 Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C10440969
