address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style
25 Lower Simcoe St 1205 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10426810,500,599,549.5,Condo Apartment,Apartment
36 BLUE JAYS Way 609 Toronto,1+0,1,Condo Apt Other,2500,600-699,C10403923,600,699,649.5,Condo Apartment,Other
101 Peter St 410 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10414023,500,599,549.5,Condo Apartment,Apartment
30 Herons Hill Way 901 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9510474,600,699,649.5,Condo Apartment,Apartment
5500 Yonge St 1201 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10413679,700,799,749.5,Condo Apartment,Apartment
6 Jackes Ave 407 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10419518,500,599,549.5,Condo Apartment,Apartment
225 Village Green Sq 2504 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,E10421711,500,599,549.5,Condo Apartment,Apartment
99 The Donway W 902 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10420848,500,599,549.5,Condo Apartment,Apartment
18 Lee Centre Dr 1013 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E9509697,600,699,649.5,Condo Apartment,Apartment
761 Bay St 2614 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10420341,600,699,649.5,Condo Apartment,Apartment
30 Shore Breeze Dr 3121 Toronto,1,1,Condo Apt Apartment,2500,500-599,W10412650,500,599,549.5,Condo Apartment,Apartment
5168 Yonge St N 608 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10926730,500,599,549.5,Condo Apartment,Apartment
30 Samuel Wood Way 804 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10410163,600,699,649.5,Condo Apartment,Apartment
28 Freeland St 1710 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9508626,600,699,649.5,Condo Apartment,Apartment
863 St Clair Ave W 606 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10432505,600,699,649.5,Condo Apartment,Apartment
195 McCaul St 704 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9509114,500,599,549.5,Condo Apartment,Apartment
138 Downes St 912 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9418682,500,599,549.5,Condo Apartment,Apartment
83 Redpath Ave 1703 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9373204,600,699,649.5,Condo Apartment,Apartment
161 Roehampton Ave 714 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9394970,600,699,649.5,Condo Apartment,Apartment
195 McCaul St 620 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9394396,500,599,549.5,Condo Apartment,Apartment
20 edward St 2814 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10423294,500,599,549.5,Condo Apartment,Apartment
88 Blue Jays Way 1012 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9384421,500,599,549.5,Condo Apartment,Apartment
297 College St Ph3 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9374563,600,699,649.5,Condo Apartment,Apartment
15 Holmes Ave 2810 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9347687,500,599,549.5,Condo Apartment,Apartment
1 The Esplanade 2503 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10421848,600,699,649.5,Condo Apartment,Apartment
231 Fort York Blvd 1123 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10431865,600,699,649.5,Condo Apartment,Apartment
60 Colborne Ave 513 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10409128,500,599,549.5,Condo Apartment,Apartment
28 Ted Rogers Way 1512 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10432447,600,699,649.5,Condo Apartment,Apartment
284 St. Helens Ave 211 Toronto,1,1,Condo Apt Loft,2500,500-599,C9375056,500,599,549.5,Condo Apartment,Loft
5168 Yonge St 3508 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427690,500,599,549.5,Condo Apartment,Apartment
39 Pemberton Ave 716 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10421442,500,599,549.5,Condo Apartment,Apartment
15 Singer Crt 805 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10419770,600,699,649.5,Condo Apartment,Apartment
7 Carlton St 401 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9380083,600,699,649.5,Condo Apartment,Apartment
20 Bloorview Pl 713 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10431447,500,599,549.5,Condo Apartment,Apartment
576 Front St W 727 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10423900,500,599,549.5,Condo Apartment,Apartment
12 Bonnycastle St 613 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9372667,600,699,649.5,Condo Apartment,Apartment
980 Yonge St 614 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10432086,700,799,749.5,Condo Apartment,Apartment
1030 King St W 1223 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10882700,500,599,549.5,Condo Apartment,Apartment
55 Ontario St 402 Toronto,1,1,Condo Apt Loft,2500,500-599,C10432200,500,599,549.5,Condo Apartment,Loft
125 Village Green Sq 2506 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E9768714,600,699,649.5,Condo Apartment,Apartment
1350 Ellesmere Rd 320 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E9381105,600,699,649.5,Condo Apartment,Apartment
12 York St 1406 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10409839,500,599,549.5,Condo Apartment,Apartment
55 Ann O'Reilly Rd 4201 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9378863,500,599,549.5,Condo Apartment,Apartment
150 East Liberty St 2509 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10420671,500,599,549.5,Condo Apartment,Apartment
65 Bremner Blvd 4204 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10423920,0,499,249.5,Condo Apartment,Apartment
44 St Joseph St 705 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10423829,500,599,549.5,Condo Apartment,Apartment
161 Roehampton Ave 1910 Toronto,1+1,1,Comm Element Condo Apartment,2500,600-699,C9394960,600,699,649.5,Common Element Condo,Apartment
197 Yonge St 3103 Toronto,1,1,Condo Apt Multi-Level,2500,500-599,C9297442,500,599,549.5,Condo Apartment,Multi-Level
100 Western Battery Rd 1108 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10416309,600,699,649.5,Condo Apartment,Apartment
16 Brookers Lane 812 Toronto,1,1,Condo Apt Apartment,2500,500-599,W9378827,500,599,549.5,Condo Apartment,Apartment
121 Lower Sherbourne St 654 SW Toronto,1+1,2,Condo Apt Apartment,2500,500-599,C9512790,500,599,549.5,Condo Apartment,Apartment
121 Lower Sherbourne St 745 SW Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10432884,600,699,649.5,Condo Apartment,Apartment
36 Zorra St 614 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W9344133,500,599,549.5,Condo Apartment,Apartment
10 York St 4009 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10424789,600,699,649.5,Condo Apartment,Apartment
8 York St 2011 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10455390,600,699,649.5,Condo Apartment,Apartment
195 McCaul St 411 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9368369,500,599,549.5,Condo Apartment,Apartment
11 Wellesley St W 4609 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9393617,500,599,549.5,Condo Apartment,Apartment
181 Dundas St E 3615 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10885189,500,599,549.5,Condo Apartment,Apartment
8 York St 3308 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9419804,500,599,549.5,Condo Apartment,Apartment
832 Bay St 208 Toronto,1,1,Condo Apt Apartment,2500,700-799,C8491696,700,799,749.5,Condo Apartment,Apartment
185 Roehampton Ave 1212 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10431344,500,599,549.5,Condo Apartment,Apartment
15 Grenville St 2205 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10414236,500,599,549.5,Condo Apartment,Apartment
30 Meadowglen Pl 501 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E9347427,600,699,649.5,Condo Apartment,Apartment
33 Helendale Ave 1713 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10413073,500,599,549.5,Condo Apartment,Apartment
111 Elizabeth St 1616 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9769374,600,699,649.5,Condo Apartment,Apartment
88 Harbour St 3905 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10431849,500,599,549.5,Condo Apartment,Apartment
89 Dunfield Ave 1206 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10432497,500,599,549.5,Condo Apartment,Apartment
300 Front St W 2602 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10415306,500,599,549.5,Condo Apartment,Apartment
55 Mercer St 5110 Toronto,1,1,Condo Apt Apartment,2500,0-499,C9505831,0,499,249.5,Condo Apartment,Apartment
33 Singer Crt 308 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10429467,500,599,549.5,Condo Apartment,Apartment
75 Canterbury Pl 2106 Toronto,1,1,Condo Apt Apartment,2500,0-499,C9296139,0,499,249.5,Condo Apartment,Apartment
138 Downes St 2309 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9816227,600,699,649.5,Condo Apartment,Apartment
230 Queens Quay W 620 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9351535,600,699,649.5,Condo Apartment,Apartment
887 Bay St 1503 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10423356,700,799,749.5,Condo Apartment,Apartment
832 Bay St 4507 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9380319,500,599,549.5,Condo Apartment,Apartment
30 Meadowglen Pl 2501 Toronto,1+1,2,Condo Apt Apartment,2500,700-799,E10419319,700,799,749.5,Condo Apartment,Apartment
33 Bay St E 2305 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9054342,600,699,649.5,Condo Apartment,Apartment
23 Sheppard Ave E 1607 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10416872,500,599,549.5,Condo Apartment,Apartment
955 Bay St 2303 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10707856,600,699,649.5,Condo Apartment,Apartment
327 King St W 3006 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9371743,500,599,549.5,Condo Apartment,Apartment
20 Lombard St 3615 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9379095,500,599,549.5,Condo Apartment,Apartment
36 zorra St 531 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10429842,600,699,649.5,Condo Apartment,Apartment
225 Sumach St 606W Toronto,1,1,Condo Apt Apartment,2500,500-599,C10421496,500,599,549.5,Condo Apartment,Apartment
3 Gloucester St 3006 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9371650,500,599,549.5,Condo Apartment,Apartment
55 Charles St E 1612 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9514888,500,599,549.5,Condo Apartment,Apartment
39 Roehampton Ave 1501 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9390845,600,699,649.5,Condo Apartment,Apartment
121 St Patrick St 1725 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9379407,500,599,549.5,Condo Apartment,Apartment
103 The Queensway Ave 2116 Toronto,1,1,Condo Apt Apartment,2500,600-699,W9415586,600,699,649.5,Condo Apartment,Apartment
39 Queens Quay E 729 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10426673,500,599,549.5,Condo Apartment,Apartment
80 Marine Parade Dr 426 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10432320,600,699,649.5,Condo Apartment,Apartment
50 Ordnance St 1405 Toronto,1,1,Comm Element Condo Apartment,2500,500-599,C10707784,500,599,549.5,Common Element Condo,Apartment
2221 Yonge St 4010 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10430289,600,699,649.5,Condo Apartment,Apartment
55 Charles St E 3310 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9304398,500,599,549.5,Condo Apartment,Apartment
138 Downes St 6811 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10422175,500,599,549.5,Condo Apartment,Apartment
501 Yonge St 2811 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10427802,500,599,549.5,Condo Apartment,Apartment
51 Lower Simcoe St S 1811 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9283682,500,599,549.5,Condo Apartment,Apartment
863 St. Clair Ave W 404 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427367,500,599,549.5,Condo Apartment,Apartment
80 QUEENS WHARF Rd E 1509 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9386595,500,599,549.5,Condo Apartment,Apartment
85 McMahon Dr 705 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10433489,500,599,549.5,Condo Apartment,Apartment
70 Distillery Lane 2408 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10874983,500,599,549.5,Condo Apartment,Apartment
231 Fort York Blvd S 1901 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10416503,600,699,649.5,Condo Apartment,Apartment
56 Annie Craig Dr 1606 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W10409399,500,599,549.5,Condo Apartment,Apartment
503 Beecroft Rd Lph08 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10408313,500,599,549.5,Condo Apartment,Apartment
18 Rean Dr Ph703 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9375824,600,699,649.5,Condo Apartment,Apartment
17 Barberry Pl 1707 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10430371,500,599,549.5,Condo Apartment,Apartment
425 Front St E 609 Toronto,1+1,2,Condo Apt Apartment,2500,500-599,C10418621,500,599,549.5,Condo Apartment,Apartment
1 Lee Centre Dr 1215 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10441149,600,699,649.5,Condo Apartment,Apartment
585 Bloor St E 2121 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10429325,600,699,649.5,Condo Apartment,Apartment
863 St. Clair Ave W 413 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427370,500,599,549.5,Condo Apartment,Apartment
15 Grenville St 4102 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9257618,500,599,549.5,Condo Apartment,Apartment
426 University Ave P209 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9768891,500,599,549.5,Condo Apartment,Apartment
99 John St 306 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9384649,600,699,649.5,Condo Apartment,Apartment
585 Bloor St E 3219 Toronto,1+1,1,Condo Apt Apartment,2500,0-499,C9349803,0,499,249.5,Condo Apartment,Apartment
25 The Esplanade 811 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10428889,600,699,649.5,Condo Apartment,Apartment
75 St Nicholas St 1205 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10417085,500,599,549.5,Condo Apartment,Apartment
501 Yonge St 4803 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10432778,500,599,549.5,Condo Apartment,Apartment
68 Shuter St 2208 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9362499,600,699,649.5,Condo Apartment,Apartment
38 FOREST MANOR Rd 211 Toronto,1+1,1,Condo Apt Apartment,2500,1000-1199,C9381675,1000,1199,1099.5,Condo Apartment,Apartment
955 Bay St 1513 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9378897,600,699,649.5,Condo Apartment,Apartment
388 Bloor St E 1502 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10429469,700,799,749.5,Condo Apartment,Apartment
85 Mcmahon Dr 505 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9524454,500,599,549.5,Condo Apartment,Apartment
2221 Yonge St 2110 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10408212,600,699,649.5,Condo Apartment,Apartment
19 Singer Crt 217 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9418977,600,699,649.5,Condo Apartment,Apartment
155 Beecroft Rd 2902 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9367931,500,599,549.5,Condo Apartment,Apartment
38 Niagara St 511 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10441655,500,599,549.5,Condo Apartment,Apartment
10 York St 1513 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9419636,500,599,549.5,Condo Apartment,Apartment
125 Western Battery Rd 811 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10426744,600,699,649.5,Condo Apartment,Apartment
55 Charles St E 1012 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10425633,500,599,549.5,Condo Apartment,Apartment
210 Victoria St 4406 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10426853,600,699,649.5,Condo Apartment,Apartment
45 Charles St E 1106 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9461886,500,599,549.5,Condo Apartment,Apartment
3865 Lake Shore Blvd W 910 Toronto,1,2,Condo Apt Apartment,2500,700-799,W10412084,700,799,749.5,Condo Apartment,Apartment
15 Baseball Pl 710 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10413304,600,699,649.5,Condo Apartment,Apartment
783 Bathurst St 407 Toronto,1,1,Comm Element Condo Apartment,2500,500-599,C9506265,500,599,549.5,Common Element Condo,Apartment
250 Manitoba St PH832 Toronto,1,2,Condo Apt Loft,2500,700-799,W10431909,700,799,749.5,Condo Apartment,Loft
30 Nelson St 412 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9381966,600,699,649.5,Condo Apartment,Apartment
1171 Queen St W 1201 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10441800,600,699,649.5,Condo Apartment,Apartment
78 Harrison Garden Blvd 1005 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9398848,500,599,549.5,Condo Apartment,Apartment
49 East Liberty St 1909 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9752051,500,599,549.5,Condo Apartment,Apartment
5 Soudan Ave W 1516 Toronto,1+1,1,Condo Apt Loft,2500,500-599,C10326217,500,599,549.5,Condo Apartment,Loft
36 Blue Jays Way 609 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9384018,600,699,649.5,Condo Apartment,Apartment
571 Prince Edward Dr N 210 Toronto,1,1,Comm Element Condo Apartment,2500,600-699,W9506147,600,699,649.5,Common Element Condo,Apartment
68 Grangeway Ave 1107 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10424165,600,699,649.5,Condo Apartment,Apartment
400 Adelaide St E 308 Toronto,1+1,2,Condo Apt Apartment,2500,700-799,C9377991,700,799,749.5,Condo Apartment,Apartment
295 Adelaide St W 4010 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10409877,500,599,549.5,Condo Apartment,Apartment
58 Orchard View Blvd 1101 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9305336,600,699,649.5,Condo Apartment,Apartment
330 Richmond St W 1109 Toronto,1,1,Comm Element Condo Apartment,2500,600-699,C10417096,600,699,649.5,Common Element Condo,Apartment
42 Charles St E 1201 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10406258,500,599,549.5,Condo Apartment,Apartment
31 Bales Ave 1816 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10441993,600,699,649.5,Condo Apartment,Apartment
150 East Liberty St 1105 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10424580,600,699,649.5,Condo Apartment,Apartment
35 Hayden St 1019 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10406977,500,599,549.5,Condo Apartment,Apartment
175 Bamburgh Circ 1006 Toronto,1+1,1,Condo Apt Apartment,2500,800-899,E10441382,800,899,849.5,Condo Apartment,Apartment
19 Grand Trunk Cres 203 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,C9391150,700,799,749.5,Condo Apartment,Apartment
33 Empress Ave #2901 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10440878,600,699,649.5,Condo Apartment,Apartment
10 Park Lawn Rd 605 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W10426095,500,599,549.5,Condo Apartment,Apartment
55 Charles St E 1112 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10422987,500,599,549.5,Condo Apartment,Apartment
50 Charles St E 2203 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10414253,500,599,549.5,Condo Apartment,Apartment
30 HERONS HILL Way 2501 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9510810,600,699,649.5,Condo Apartment,Apartment
20 Shore Breeze Dr 2806 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W10267688,500,599,549.5,Condo Apartment,Apartment
28 Freeland St S 1110 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10407524,600,699,649.5,Condo Apartment,Apartment
18 Kenaston Gdns Ph08 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10424677,600,699,649.5,Condo Apartment,Apartment
70 Temperance St 5308 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10428629,500,599,549.5,Condo Apartment,Apartment
110 Charles St E 1701 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10428553,500,599,549.5,Condo Apartment,Apartment
11 St Joseph St 1402 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10405213,600,699,649.5,Condo Apartment,Apartment
100 Hayden St 1510 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10432068,500,599,549.5,Condo Apartment,Apartment
55 Bremner Blvd 2708 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9364357,500,599,549.5,Condo Apartment,Apartment
159 Dundas St E 2706 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9392311,600,699,649.5,Condo Apartment,Apartment
30 Roehampton Ave 1704 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10405437,500,599,549.5,Condo Apartment,Apartment
108 Peter St 1621 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10413894,600,699,649.5,Condo Apartment,Apartment
426 University Ave P309 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9795295,500,599,549.5,Condo Apartment,Apartment
39 Roehampton Ave 710 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9397170,600,699,649.5,Condo Apartment,Apartment
55 Mercer St LPH08 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10744160,0,499,249.5,Condo Apartment,Apartment
18 Yonge St 3908 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10424412,600,699,649.5,Condo Apartment,Apartment
60 Colborne St 419 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10432164,600,699,649.5,Condo Apartment,Apartment
195 McCaul St 412 Toronto,1+1,1,Condo Apt Loft,2500,500-599,C9358624,500,599,549.5,Condo Apartment,Loft
85 East Liberty St 325 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10429370,500,599,549.5,Condo Apartment,Apartment
108 Peter St S 710 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9514000,500,599,549.5,Condo Apartment,Apartment
125 Village Green Sq 2202 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,E10216900,700,799,749.5,Condo Apartment,Apartment
25 Lower Simcoe St 1705 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10744087,600,699,649.5,Condo Apartment,Apartment
1001 Bay St 2002 Toronto,1,1,Condo Apt Apartment,2500,600-699,C9299225,600,699,649.5,Condo Apartment,Apartment
100 Dalhousie St 215 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10429827,600,699,649.5,Condo Apartment,Apartment
120 Harrison Garden Blvd 1405 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9768907,600,699,649.5,Condo Apartment,Apartment
14 York St 3004 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9384273,600,699,649.5,Condo Apartment,Apartment
78 Tecumseth St 231 Toronto,1,1,Comm Element Condo Apartment,2500,500-599,C10430053,500,599,549.5,Common Element Condo,Apartment
238 Simcoe St 2707 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10429646,500,599,549.5,Condo Apartment,Apartment
21 Hillcrest Ave 205 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10405888,600,699,649.5,Condo Apartment,Apartment
330 Richmond St W 916 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9311404,500,599,549.5,Condo Apartment,Apartment
403 Church St 1609 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9295521,600,699,649.5,Condo Apartment,Apartment
100 Harrison Garden Blvd 821 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9396808,600,699,649.5,Condo Apartment,Apartment
165 Legion Rd N 2221 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W9415743,500,599,549.5,Condo Apartment,Apartment
15 Holmes Ave 909 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10414494,0,499,249.5,Condo Apartment,Apartment
555 Wilson Ave W Ave E109 Toronto,1+1,1,Condo Apt 2-Storey,2500,1200-1399,C9309989,1200,1399,1299.5,Condo Apartment,2-Storey
51 Lower Simcoe St 1719 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9304024,600,699,649.5,Condo Apartment,Apartment
15 Mercer St 304 Toronto,1+1,2,Condo Apt Apartment,2500,500-599,C9415934,500,599,549.5,Condo Apartment,Apartment
8 Hillsdale Ave E 739 Toronto,1,1,Comm Element Condo Apartment,2500,500-599,C9512049,500,599,549.5,Common Element Condo,Apartment
863 St. Clair Ave W 313 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10430315,700,799,749.5,Condo Apartment,Apartment
75 The Donway W 606 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10441602,600,699,649.5,Condo Apartment,Apartment
15 Singer Crt Ph07 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10426005,600,699,649.5,Condo Apartment,Apartment
17 Anndale Dr 1002 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9362455,500,599,549.5,Condo Apartment,Apartment
275 Village Green Sq 1224 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E10405790,600,699,649.5,Condo Apartment,Apartment
859 The Queensway 605 Toronto,1,1,Condo Apt Apartment,2500,500-599,W10412118,500,599,549.5,Condo Apartment,Apartment
181 Sheppard Ave E 212 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10411603,600,699,649.5,Condo Apartment,Apartment
308 Palmerston Ave 415 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10349881,600,699,649.5,Condo Apartment,Apartment
26 Norton Ave 1511 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9372446,500,599,549.5,Condo Apartment,Apartment
70 Temperance St 1007 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9350352,500,599,549.5,Condo Apartment,Apartment
61 Town Centre Crt 201 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,E10414432,700,799,749.5,Condo Apartment,Apartment
425 Front St E 813 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10428289,500,599,549.5,Condo Apartment,Apartment
1 The Esplanade Ave 1601 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10415848,600,699,649.5,Condo Apartment,Apartment
18 Holmes Ave 2001 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10440589,600,699,649.5,Condo Apartment,Apartment
18 Lee Centre Dr 2007 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10418646,600,699,649.5,Condo Apartment,Apartment
55 Charles St E 1308 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9392961,500,599,549.5,Condo Apartment,Apartment
