address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style
38 Iannuzzi St N 634 Toronto,1+1,1,Condo Apt Apartment,2680,500-599,C9380082,500,599,549.5,Condo Apartment,Apartment
5 Soudan Ave 1144 Toronto,1+1,1,Comm Element Condo Apartment,2675,600-699,C10440526,600,699,649.5,Common Element Condo,Apartment
28 Harrison Garden Blvd 607 Toronto,1+1,1,Condo Apt Apartment,2675,600-699,C9385041,600,699,649.5,Condo Apartment,Apartment
25 Nicholas Ave 323 Toronto,1+1,1,Condo Apt Apartment,2675,500-599,C9343322,500,599,549.5,Condo Apartment,Apartment
39 Queens Quay E 532 Toronto,1,1,Condo Apt Apartment,2675,600-699,C10405151,600,699,649.5,Condo Apartment,Apartment
4955 Yonge St 1503 Toronto,1+1,2,Condo Apt Apartment,2670,600-699,C10427106,600,699,649.5,Condo Apartment,Apartment
55 Charles St E 2510 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9581242,500,599,549.5,Condo Apartment,Apartment
51 Lower Simcoe St 620 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10463704,600,699,649.5,Condo Apartment,Apartment
38 Dan Leckie Way 1709 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10424737,600,699,649.5,Condo Apartment,Apartment
38 Iannuzzi St 111 Toronto,1+1,1,Comm Element Condo Other,2650,500-599,C9040034,500,599,549.5,Common Element Condo,Other
15 Lower Jarvis St 608 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10426602,600,699,649.5,Condo Apartment,Apartment
1121 Bay St 1504 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9418100,500,599,549.5,Condo Apartment,Apartment
55 Regent Park Blvd 402 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10429768,600,699,649.5,Condo Apartment,Apartment
2 Rean Dr 903 Toronto,1+1,2,Condo Apt Apartment,2650,700-799,C9394908,700,799,749.5,Condo Apartment,Apartment
85 Queens Wharf Rd 3305 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10403050,600,699,649.5,Condo Apartment,Apartment
155 Yorkville Ave 807 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10406095,500,599,549.5,Condo Apartment,Apartment
761 Bay St 2210 Toronto,1+1,2,Condo Apt Apartment,2650,700-799,C10424800,700,799,749.5,Condo Apartment,Apartment
60 George Butchart Dr 215 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,W10418166,600,699,649.5,Condo Apartment,Apartment
59 Annie Craig Dr 2401 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,W10419790,600,699,649.5,Condo Apartment,Apartment
525 Adelaide St W 927 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9457841,500,599,549.5,Condo Apartment,Apartment
38 Dan Leckie Way 316 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9417903,600,699,649.5,Condo Apartment,Apartment
365 CHURCH St 1706 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9505749,600,699,649.5,Condo Apartment,Apartment
30 Samuel Wood Way 407 Toronto,1+1,2,Condo Apt Apartment,2650,700-799,W10408438,700,799,749.5,Condo Apartment,Apartment
2A Church St 1702 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10431724,500,599,549.5,Condo Apartment,Apartment
18 Harbour St 1207 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9416896,600,699,649.5,Condo Apartment,Apartment
55 Charles St E 3507 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9513186,600,699,649.5,Condo Apartment,Apartment
39 Roehampton Ave 3510 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C9305909,600,699,649.5,Condo Apartment,Apartment
105 The Queensway Ave 2515 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,W10427680,700,799,749.5,Condo Apartment,Apartment
5 Valhalla Inn Rd 506 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,W9416957,600,699,649.5,Condo Apartment,Apartment
28 Ted Rogers Way 3207 Toronto,1,2,Condo Apt Apartment,2650,600-699,C10404742,600,699,649.5,Condo Apartment,Apartment
75 The Donway W 906 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9295091,600,699,649.5,Condo Apartment,Apartment
10 Deerlick Crt 1217 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10426131,600,699,649.5,Condo Apartment,Apartment
125 Blue Jays Way 1901 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10408444,500,599,549.5,Condo Apartment,Apartment
75 East Liberty St 1809 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10426610,600,699,649.5,Condo Apartment,Apartment
20 SHOREBREEZE Dr 3802 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,W10433933,500,599,549.5,Condo Apartment,Apartment
18 Holmes Ave 2615 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10426008,600,699,649.5,Condo Apartment,Apartment
763 Bay St 3603 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C9509491,700,799,749.5,Condo Apartment,Apartment
21 Balmuto St 1102 Toronto,1,1,Condo Apt Apartment,2650,500-599,C9418744,500,599,549.5,Condo Apartment,Apartment
55 Charles St E 2407 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10404805,600,699,649.5,Condo Apartment,Apartment
55 Charles St E 4606 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10425428,600,699,649.5,Condo Apartment,Apartment
1171 Queen St W 1601 Toronto,1,1,Condo Apt Apartment,2650,600-699,C10707905,600,699,649.5,Condo Apartment,Apartment
4955 Yonge St 1510 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10412493,600,699,649.5,Condo Apartment,Apartment
9 Bogert Ave W 1004 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10422251,500,599,549.5,Condo Apartment,Apartment
19 Grand Trunk Cres W 512 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9389434,600,699,649.5,Condo Apartment,Apartment
19 Bathurst St 3107 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9398993,500,599,549.5,Condo Apartment,Apartment
38 Elm St 2612 Toronto,1,1,Condo Apt Apartment,2650,700-799,C9378472,700,799,749.5,Condo Apartment,Apartment
628 Fleet St 1311 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9769525,600,699,649.5,Condo Apartment,Apartment
327 King St W 3103 Toronto,1,1,Comm Element Condo Apartment,2650,500-599,C9748474,500,599,549.5,Common Element Condo,Apartment
19 Western Battery Rd 803 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10441117,600,699,649.5,Condo Apartment,Apartment
7 Grenville St 517 Toronto,1+1,2,Condo Apt Apartment,2650,800-899,C9343081,800,899,849.5,Condo Apartment,Apartment
30 SHORE BREEZE Dr 4709 Toronto,1+2,1,Condo Apt Apartment,2650,600-699,W9400439,600,699,649.5,Condo Apartment,Apartment
28 Harrison Garden Blvd 2207 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9353151,600,699,649.5,Condo Apartment,Apartment
319 Jarvis St 4801 Toronto,1+1,2,Condo Apt Apartment,2650,500-599,C10405082,500,599,549.5,Condo Apartment,Apartment
361 Front St W 2912 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10405967,600,699,649.5,Condo Apartment,Apartment
28 Freeland St 4708 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10433873,600,699,649.5,Condo Apartment,Apartment
88 Scott St 4707 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9394291,600,699,649.5,Condo Apartment,Apartment
386 Yonge St 1405 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C10423939,700,799,749.5,Condo Apartment,Apartment
70 Queens Wharf Rd 3001 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10431310,500,599,549.5,Condo Apartment,Apartment
90 Broadview Ave 618 Toronto,1+1,1,Condo Apt Loft,2650,600-699,E10432495,600,699,649.5,Condo Apartment,Loft
138 Princess St 411 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9393578,600,699,649.5,Condo Apartment,Apartment
95 Mcmahon Dr 1615 Toronto,1,1,Condo Apt Multi-Level,2650,500-599,C10429890,500,599,549.5,Condo Apartment,Multi-Level
14 York St 2712 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10421110,500,599,549.5,Condo Apartment,Apartment
219 Dundas St 501 Toronto,1,1,Condo Apt Apartment,2650,500-599,C9385525,500,599,549.5,Condo Apartment,Apartment
125 Redpath Ave 2901 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C9487100,600,699,649.5,Condo Apartment,Apartment
12 York St 4911 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9418050,600,699,649.5,Condo Apartment,Apartment
30 Shore Breeze Dr 4020 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,W10744121,500,599,549.5,Condo Apartment,Apartment
138 Downes St 4508 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10432047,500,599,549.5,Condo Apartment,Apartment
50 Charles St E 601 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9508363,500,599,549.5,Condo Apartment,Apartment
500 Doris Ave 1530 Toronto,1,2,Comm Element Condo Apartment,2650,700-799,C9768195,700,799,749.5,Common Element Condo,Apartment
5500 Yonge St Lph11 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C9350482,700,799,749.5,Condo Apartment,Apartment
55 Charles St E 4906 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10427799,600,699,649.5,Condo Apartment,Apartment
65 Bremner Blvd 2511 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10411377,500,599,549.5,Condo Apartment,Apartment
942 Yonge St 909 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C9371823,700,799,749.5,Condo Apartment,Apartment
2369 Danforth Ave 219 Toronto,1+1,2,Condo Apt Apartment,2650,500-599,E9396353,500,599,549.5,Condo Apartment,Apartment
85 Bloor St E 1007 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10432395,600,699,649.5,Condo Apartment,Apartment
215 Fort York Blvd 2709 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10426196,600,699,649.5,Condo Apartment,Apartment
231 Fort York Blvd 2106 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9383204,600,699,649.5,Condo Apartment,Apartment
395 Bloor St E 3101 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9510245,600,699,649.5,Condo Apartment,Apartment
65 East Liberty St 1707 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10421455,600,699,649.5,Condo Apartment,Apartment
7 Carlton St 1414 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10421409,600,699,649.5,Condo Apartment,Apartment
352 Front St W 101 Toronto,1+1,2,Condo Townhouse 2-Storey,2650,600-699,C9373219,600,699,649.5,Condo Townhouse,2-Storey
1080 Bay St 2101 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10433528,500,599,549.5,Condo Apartment,Apartment
25 Neighbourhood Lane 710 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,W10421619,600,699,649.5,Condo Apartment,Apartment
75 Queens Wharf Rd 3811 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10427682,500,599,549.5,Condo Apartment,Apartment
3018 Yonge St 1112 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10418199,500,599,549.5,Condo Apartment,Apartment
81A Front St E 312 Toronto,1,1,Condo Apt Loft,2650,500-599,C9510111,500,599,549.5,Condo Apartment,Loft
5 ST. JOSEPH St 2106 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10845358,500,599,549.5,Condo Apartment,Apartment
8 Park Rd E 2809 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10299633,600,699,649.5,Condo Apartment,Apartment
28 Ted Rogers Way 2607 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10429261,500,599,549.5,Condo Apartment,Apartment
225 Sumach St 912 Toronto,1+1,1,Comm Element Condo Apartment,2650,600-699,C9311213,600,699,649.5,Common Element Condo,Apartment
60 Princess St 915 SE Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10440935,600,699,649.5,Condo Apartment,Apartment
942 Yonge St 817 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9507247,600,699,649.5,Condo Apartment,Apartment
168 Simcoe St 803 Toronto,1,1,Condo Apt Apartment,2650,600-699,C10371748,600,699,649.5,Condo Apartment,Apartment
4978 Yonge St 3601 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10707785,600,699,649.5,Condo Apartment,Apartment
1030 King St W 213 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9311325,600,699,649.5,Condo Apartment,Apartment
25 Grenville St 603 Toronto,1+1,1,Condo Apt Apartment,2650,800-899,C10713764,800,899,849.5,Condo Apartment,Apartment
3220 Sheppard Ave E 410 Toronto,1+1,2,Condo Apt Apartment,2650,700-799,E9309543,700,799,749.5,Condo Apartment,Apartment
1001 Bay St 1418 Toronto,1,1,Condo Apt Apartment,2650,700-799,C10406135,700,799,749.5,Condo Apartment,Apartment
14 York St 5611 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C9768709,500,599,549.5,Condo Apartment,Apartment
470 Front St W 1415 Toronto,1,1,Condo Apt Multi-Level,2650,500-599,C10405356,500,599,549.5,Condo Apartment,Multi-Level
2 Sonic Way 2507 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10744186,600,699,649.5,Condo Apartment,Apartment
11 Wellesley St W 3106 Toronto,1+1,1,Condo Apt Apartment,2650,500-599,C10422492,500,599,549.5,Condo Apartment,Apartment
21 Nelson St 301 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C9396107,700,799,749.5,Condo Apartment,Apartment
38 Forest Manor Rd 1005 Toronto,1+1,2,Condo Apt Apartment,2650,600-699,C10424651,600,699,649.5,Condo Apartment,Apartment
65 Harbour Sq 3209 Toronto,1,1,Condo Apt Apartment,2650,600-699,C9350645,600,699,649.5,Condo Apartment,Apartment
15 BRUYERES Mews 517 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10410293,600,699,649.5,Condo Apartment,Apartment
88 Harbour St 4608 Toronto,1,1,Condo Apt Apartment,2650,500-599,C10440671,500,599,549.5,Condo Apartment,Apartment
375 King St W 2506 Toronto,1+1,1,Condo Apt Apartment,2650,700-799,C10426065,700,799,749.5,Condo Apartment,Apartment
28 Freeland St 1010 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C10416567,600,699,649.5,Condo Apartment,Apartment
36 Park Lawn Rd 2409 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,W9398643,600,699,649.5,Condo Apartment,Apartment
21 Widmer St 3412 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9768646,600,699,649.5,Condo Apartment,Apartment
57 St Joseph St 416 Toronto,1,1,Condo Apt Apartment,2650,500-599,C9506521,500,599,549.5,Condo Apartment,Apartment
125 Redpath Ave PH107 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9508008,600,699,649.5,Condo Apartment,Apartment
57 Brock Ave 212 Toronto,1+1,1,Condo Apt Loft,2650,500-599,W9398054,500,599,549.5,Condo Apartment,Loft
608 Richmond St W 210 Toronto,1,1,Condo Apt Loft,2650,0-499,C9419233,0,499,249.5,Condo Apartment,Loft
361 Front St W 2306 Toronto,1+1,1,Condo Apt Apartment,2650,600-699,C9394854,600,699,649.5,Condo Apartment,Apartment
10 Bloorview Pl 910 Toronto,1+1,1,Condo Apt Apartment,2649,600-699,C10426734,600,699,649.5,Condo Apartment,Apartment
27 Rean Dr 211 Toronto,1+1,1,Condo Apt Apartment,2649,600-699,C10431816,600,699,649.5,Condo Apartment,Apartment
111 RIDELLE Ave 1204 Toronto,1+1,1,Condo Apt Apartment,2648,600-699,W9357772,600,699,649.5,Condo Apartment,Apartment
2525 Bathurst St 903 Toronto,1,1,Condo Apt Apartment,2645,600-699,C9512589,600,699,649.5,Condo Apartment,Apartment
2525 Bathurst St 910 Toronto,1,1,Condo Apt Apartment,2645,500-599,C8459496,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 1011 Toronto,1,1,Condo Apt Apartment,2645,500-599,C9512604,500,599,549.5,Condo Apartment,Apartment
2300 St. Clair Ave W 221 Toronto,1+1,2,Condo Apt Apartment,2625,600-699,W9768474,600,699,649.5,Condo Apartment,Apartment
215 Fort York Blvd 3609 Toronto,1+1,1,Condo Apt Apartment,2625,600-699,C9819791,600,699,649.5,Condo Apartment,Apartment
350 Wellington St W M30 Toronto,1,1,Condo Apt Apartment,2625,600-699,C9261625,600,699,649.5,Condo Apartment,Apartment
100 MILL St 422 Toronto,1,1,Condo Apt Apartment,2620,500-599,C10425872,500,599,549.5,Condo Apartment,Apartment
80 John St 2308 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9512515,600,699,649.5,Condo Apartment,Apartment
50 Wellesley St E #2507 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10442833,500,599,549.5,Condo Apartment,Apartment
18 Yorkville Ave 1708 Toronto,1,1,Condo Apt Apartment,2600,0-499,C10428227,0,499,249.5,Condo Apartment,Apartment
525 Adelaide St W 326 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10417136,500,599,549.5,Condo Apartment,Apartment
1001 Bay St 1301 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C9508405,700,799,749.5,Condo Apartment,Apartment
2121 Lakeshore Blvd 1001 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,W9377333,700,799,749.5,Condo Apartment,Apartment
386 Yonge St 1812 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10404792,600,699,649.5,Condo Apartment,Apartment
188 Cumberland St 2001 Toronto,1,1,Condo Apt Apartment,2600,0-499,C10428306,0,499,249.5,Condo Apartment,Apartment
8 York St 3408 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10427633,500,599,549.5,Condo Apartment,Apartment
28 freeland St N 2506 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9418077,600,699,649.5,Condo Apartment,Apartment
36 Brentcliffe Rd 902 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9379066,500,599,549.5,Condo Apartment,Apartment
4725 Sheppard Ave E 1701 Toronto,1+1,1,Condo Apt Apartment,2600,1000-1199,E9367287,1000,1199,1099.5,Condo Apartment,Apartment
28 Empress Ave 506 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10414075,600,699,649.5,Condo Apartment,Apartment
3 Gloucester St 811 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10845360,600,699,649.5,Condo Apartment,Apartment
23 Sheppard Ave E 2507 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9362653,500,599,549.5,Condo Apartment,Apartment
150 East Liberty St 2801 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10426128,600,699,649.5,Condo Apartment,Apartment
21 Widmer St 4306 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10429940,500,599,549.5,Condo Apartment,Apartment
403 Church St 2309 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10408172,600,699,649.5,Condo Apartment,Apartment
480 Mclevin Ave 816 Toronto,1+1,2,Condo Apt Apartment,2600,900-999,E10433331,900,999,949.5,Condo Apartment,Apartment
45 Charles St E 4311 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9393888,600,699,649.5,Condo Apartment,Apartment
555 Yonge St 714 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10406182,500,599,549.5,Condo Apartment,Apartment
8 Eglinton Ave E 1512 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10231021,600,699,649.5,Condo Apartment,Apartment
55 Charles St E 3909 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9380343,500,599,549.5,Condo Apartment,Apartment
88 Harbour St 3103 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10425047,500,599,549.5,Condo Apartment,Apartment
120 Harrison Garden Blvd 1505 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10428462,600,699,649.5,Condo Apartment,Apartment
44 St Joseph St 701 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9400331,600,699,649.5,Condo Apartment,Apartment
77 St Clair Ave E 1801 Toronto,1,1,Other Apartment,2600,700-799,C9509140,700,799,749.5,Other,Apartment
81 Wellesley St E 1602 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10413950,600,699,649.5,Condo Apartment,Apartment
25 Fontenay Crt 405 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9418251,600,699,649.5,Condo Apartment,Apartment
16 Bonnycastle St 2005 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9769228,600,699,649.5,Condo Apartment,Apartment
135 East Liberty St 1304 Toronto,1+1,1,Condo Apt Apartment,2600,0-499,C10414440,0,499,249.5,Condo Apartment,Apartment
705 King St W 1612 Toronto,1+1,1,Condo Apt Apartment,2600,800-899,C9508444,800,899,849.5,Condo Apartment,Apartment
10 Delisle Ave 102 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10426211,600,699,649.5,Condo Apartment,Apartment
11 WELLESLEY STREET WEST St 3906 Toronto,1+0,1,Condo Apt Other,2600,500-599,C10884922,500,599,549.5,Condo Apartment,Other
8 Hillsdale Ave E 1524 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10441837,500,599,549.5,Condo Apartment,Apartment
859 The Queensway 519 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9385836,600,699,649.5,Condo Apartment,Apartment
525 Wilson Ave 232 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10424926,600,699,649.5,Condo Apartment,Apartment
85 Wood St 4007 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9239397,500,599,549.5,Condo Apartment,Apartment
2 Anndale Dr 2003 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9768838,500,599,549.5,Condo Apartment,Apartment
35 Tubman Ave 1019 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9822090,500,599,549.5,Condo Apartment,Apartment
20 Burkebrook Pl 306 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10407607,600,699,649.5,Condo Apartment,Apartment
10 Park Lawn Rd 3702 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9891287,600,699,649.5,Condo Apartment,Apartment
2020 Bathurst St 616 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9513170,600,699,649.5,Condo Apartment,Apartment
1 Yorkville Ave 3112 Toronto,1+1,2,Condo Apt Apartment,2600,500-599,C10431839,500,599,549.5,Condo Apartment,Apartment
10 York St 5408 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10432595,500,599,549.5,Condo Apartment,Apartment
60 Princess St 1414 SE Toronto,1+1,2,Condo Apt Apartment,2600,500-599,C9505832,500,599,549.5,Condo Apartment,Apartment
10 Bloorview Pl 517 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10404757,500,599,549.5,Condo Apartment,Apartment
181 Sheppard Ave Ave E 225 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10416756,600,699,649.5,Condo Apartment,Apartment
4208 Dundas St W PH810 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,W9513316,600,699,649.5,Condo Apartment,Apartment
15 Viking Lane 3310 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W10421324,600,699,649.5,Condo Apartment,Apartment
12 Yonge St 2311 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10424690,600,699,649.5,Condo Apartment,Apartment
7 Lorraine Dr 708 Toronto,1,1,Condo Apt Multi-Level,2600,600-699,C10425284,600,699,649.5,Condo Apartment,Multi-Level
170 Fort York Blvd 1213 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10428709,600,699,649.5,Condo Apartment,Apartment
25 Holly St 2504 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9378581,600,699,649.5,Condo Apartment,Apartment
210 Simcoe St 907 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C10433696,700,799,749.5,Condo Apartment,Apartment
150 SUDBURY St 1007 Toronto,1+1,1,Condo Apt Other,2600,600-699,C10294972,600,699,649.5,Condo Apartment,Other
25 Greenview Ave 1624 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9418662,600,699,649.5,Condo Apartment,Apartment
318 Richmond St W 3404 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9420234,500,599,549.5,Condo Apartment,Apartment
30 Meadowglen Pl 2008 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,E10418639,600,699,649.5,Condo Apartment,Apartment
38 Grand Magazine St 333 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,C9392747,700,799,749.5,Condo Apartment,Apartment
65 Bremner Blvd 4709 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9296942,600,699,649.5,Condo Apartment,Apartment
770 Bay St 303 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C9268876,700,799,749.5,Condo Apartment,Apartment
28 Freeland St 3806 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9388099,600,699,649.5,Condo Apartment,Apartment
55 Charles St E 4706 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10431656,600,699,649.5,Condo Apartment,Apartment
1055 Bay St 2216 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10412662,600,699,649.5,Condo Apartment,Apartment
319 Jarvis St 5002 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10423432,500,599,549.5,Condo Apartment,Apartment
33 Charles St E 3102 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10409157,500,599,549.5,Condo Apartment,Apartment
770 Bay St 1707 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9311017,500,599,549.5,Condo Apartment,Apartment
80 Marine Parade Dr 608 Toronto,1,1,Condo Apt Apartment,2600,600-699,W10410922,600,699,649.5,Condo Apartment,Apartment
575 Bloor St E 1106 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10926717,500,599,549.5,Condo Apartment,Apartment
763 Bay St 613 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10422532,500,599,549.5,Condo Apartment,Apartment
2191 Yonge St 4604 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C10441721,700,799,749.5,Condo Apartment,Apartment
543 Richmond St W 1411 Toronto,1+1,2,Condo Apt Apartment,2600,500-599,C9377517,500,599,549.5,Condo Apartment,Apartment
120 Harrison Garden Blvd 1105 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9795210,600,699,649.5,Condo Apartment,Apartment
90 Stadium Rd 602 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10324276,600,699,649.5,Condo Apartment,Apartment
570 Bay St 2606 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10424713,500,599,549.5,Condo Apartment,Apartment
11 St Joseph St 204 Toronto,1,1,Condo Apt Apartment,2600,600-699,C8479890,600,699,649.5,Condo Apartment,Apartment
18 Maitland Terr 2503 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9394546,500,599,549.5,Condo Apartment,Apartment
88 Corporate Dr 1010 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,E10425653,700,799,749.5,Condo Apartment,Apartment
3018 Yonge St 304 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10405723,600,699,649.5,Condo Apartment,Apartment
195 Redpath Ave 3405 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10412449,600,699,649.5,Condo Apartment,Apartment
120 Harrison Garden Blvd PH02 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10404950,500,599,549.5,Condo Apartment,Apartment
