address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,Lat,Lon
327 King St W 1707 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10410612,500,599,549.5,Condo Apartment,Apartment,43.6461484,-79.3911251
7 Grenville St 3409 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9497862,500,599,549.5,Condo Apartment,Apartment,43.6619255,-79.3839193
1100 Sheppard Ave W 1503 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10874734,600,699,649.5,Condo Apartment,Apartment,43.7519258,-79.4668858
190 Borough Dr 3101 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10411588,600,699,649.5,Condo Apartment,Apartment,43.7729685,-79.2541641
327 King St W 4002 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10417282,500,599,549.5,Condo Apartment,Apartment,43.6461484,-79.3911251
19 Grand Trunk Cres PH 01 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10323242,500,599,549.5,Condo Apartment,Apartment,14.33905,120.93384
16 Yonge St 1308 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9300512,600,699,649.5,Condo Apartment,Apartment,43.6432399,-79.3760682
11 St Joseph St 811 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9387562,600,699,649.5,Condo Apartment,Apartment,43.6656842,-79.386113
59 East Liberty St 210 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10440619,600,699,649.5,Condo Apartment,Apartment,43.6383838,-79.413576
388 Richmond St W 406 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10418106,700,799,749.5,Condo Apartment,Apartment,43.6481561,-79.3950064
25 Richmond St E 2604 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10433569,500,599,549.5,Condo Apartment,Apartment,43.651897,-79.377577
1 Scott St 605 Toronto,1,1,Condo Apt Apartment,2500,0-499,C9770321,0,499,249.5,Condo Apartment,Apartment,43.6468371,-79.3751309
863 St. Clair Ave W 402 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10433981,700,799,749.5,Condo Apartment,Apartment,43.6800771,-79.4327413
330 Richmond St W 519 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10410964,600,699,649.5,Condo Apartment,Apartment,43.6467566,-79.402201
225 Village Green Sq 1404 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E9365792,600,699,649.5,Condo Apartment,Apartment,43.7782629,-79.2810407
55 Charles St E 1610 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10707803,500,599,549.5,Condo Apartment,Apartment,43.6690628,-79.3836494
135 Village Green Sq 418 Toronto,1+1,2,Condo Apt Apartment,2500,700-799,E10411922,700,799,749.5,Condo Apartment,Apartment,43.7777497,-79.283306
170 Bayview Ave 2010 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9272570,500,599,549.5,Condo Apartment,Apartment,43.655417,-79.3539991
832 Bay St 2909 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10427937,0,499,249.5,Condo Apartment,Apartment,-33.0090271,151.5947431
20 Richardson St 1704 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9506046,500,599,549.5,Condo Apartment,Apartment,43.6451073,-79.3682874
106 Dovercourt Rd W 409 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10705033,500,599,549.5,Condo Apartment,Apartment,43.6742135,-79.4346056
75 Canterbury Pl 1703 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10431789,500,599,549.5,Condo Apartment,Apartment,43.7742622,-79.4150671
115 Richmond St E 605 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10414718,500,599,549.5,Condo Apartment,Apartment,43.6527211,-79.3735272
50 Power St 417 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10419031,600,699,649.5,Condo Apartment,Apartment,43.6537576,-79.3625782
1060 Sheppard Ave W 514 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,W9752019,700,799,749.5,Condo Apartment,Apartment,43.7505987,-79.4639328
77 Shuter St 207 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10428160,500,599,549.5,Condo Apartment,Apartment,43.654819,-79.3753414
18 Lee Centre Dr 2005 Toronto,1,1,Condo Apt Apartment,2500,700-799,E9378640,700,799,749.5,Condo Apartment,Apartment,43.7808555,-79.2485212
197 Yonge St 5403 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10405134,500,599,549.5,Condo Apartment,Apartment,43.6534405,-79.3792052
8 The Esplanade Ave 1407 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9418522,500,599,549.5,Condo Apartment,Apartment,43.70011,-79.4163
125 Peter St 3012 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10416093,500,599,549.5,Condo Apartment,Apartment,43.64921,-79.3936005
22 Wellesley St E 1402 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427323,500,599,549.5,Condo Apartment,Apartment,43.6654834,-79.3833159
39 Jarvis St 601 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10405343,600,699,649.5,Condo Apartment,Apartment,43.6500939,-79.3715074
576 Front St W 1618E Toronto,1,1,Condo Apt Apartment,2500,500-599,C9508908,500,599,549.5,Condo Apartment,Apartment,43.6468448,-79.3769687
20 Edward St 2504 Toronto,1+1,1,Condo Apt Apartment,2500,0-499,C9769433,0,499,249.5,Condo Apartment,Apartment,54.6630183,-1.6786925
30 Meadowglen Pl E 519 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E10433703,600,699,649.5,Condo Apartment,Apartment,43.7744578,-79.2294636
575 Bloor St E 3104 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9418021,600,699,649.5,Condo Apartment,Apartment,43.6719626,-79.3708425
125 Peter St 2407 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10422555,500,599,549.5,Condo Apartment,Apartment,43.6488302,-79.3934471
386 Yonge St 1603 Toronto,1+1,2,Condo Apt Apartment,2900,700-799,C9387229,700,799,749.5,Condo Apartment,Apartment,43.6499676,-79.3760872
65 St. Mary St 1808 Toronto,1+1,1,Comm Element Condo Apartment,2900,600-699,C10402893,600,699,649.5,Common Element Condo,Apartment,43.6679624,-79.3859736
1830 Bloor St W 402 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,W10874911,600,699,649.5,Condo Apartment,Apartment,43.6701098,-79.3873866
5 St Joseph St 611 Toronto,1,1,Condo Apt Apartment,2900,600-699,C10430194,600,699,649.5,Condo Apartment,Apartment,43.6659141,-79.385163
455 Front St E S508 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10441451,600,699,649.5,Condo Apartment,Apartment,43.6487432,-79.3730004
383 Sorauren Ave 315 Toronto,1,1,Condo Apt Apartment,2900,500-599,W10440720,500,599,549.5,Condo Apartment,Apartment,43.6503022,-79.4444776
38 Grenville St 3102 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10419837,600,699,649.5,Condo Apartment,Apartment,43.661667,-79.386005
21 Hillcrest Ave 903 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C10418094,700,799,749.5,Condo Apartment,Apartment,43.7674367,-79.411229
501 Yonge St 3807 Toronto,1,1,Condo Apt 2-Storey,2900,500-599,C10408700,500,599,549.5,Condo Apartment,2-Storey,43.6630984,-79.3835938
5168 Yonge St 111 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C10405395,700,799,749.5,Condo Apartment,Apartment,43.7974747,-79.4198142
1169 Queen St W 514 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C10428125,700,799,749.5,Condo Apartment,Apartment,43.6426466,-79.425873
19 Bathurst St 2003 Toronto,1+1,1,Condo Apt Multi-Level,2900,600-699,C9307209,600,699,649.5,Condo Apartment,Multi-Level,43.6375253,-79.3997172
17 Anndale Dr Ph203 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10431630,600,699,649.5,Condo Apartment,Apartment,14.33905,120.93384
5460 Yonge St 706 Toronto,1+1,2,Condo Apt Apartment,2900,1000-1199,C9378731,1000,1199,1099.5,Condo Apartment,Apartment,43.6499676,-79.3760872
21 Carlton St 3201 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10419332,600,699,649.5,Condo Apartment,Apartment,43.6611031,-79.3820727
115 mcmahon Dr 3110 Toronto,1,2,Comm Element Condo Apartment,2900,800-899,C10418704,800,899,849.5,Common Element Condo,Apartment,43.7667917,-79.3715009
88 Blue Jays Way 2503 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10430721,600,699,649.5,Condo Apartment,Apartment,43.6455945,-79.3922628
75 St Nicholas St 2408 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9353138,500,599,549.5,Condo Apartment,Apartment,43.667731,-79.386616
50 Lombard St 1605 Toronto,1,1,Comm Element Condo Apartment,2900,700-799,C9308382,700,799,749.5,Common Element Condo,Apartment,43.6520522,-79.3740577
763 Bay St 3004 Toronto,1+1,2,Condo Apt Apartment,2900,700-799,C10430415,700,799,749.5,Condo Apartment,Apartment,-33.0090271,151.5947431
181 Sheppard Ave E 229 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10411685,600,699,649.5,Condo Apartment,Apartment,43.8032875,-79.1940313
9 Bogert Ave 1509 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9294470,600,699,649.5,Condo Apartment,Apartment,43.7602836,-79.4112099
600 Fleet St 1310 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9703081,500,599,549.5,Condo Apartment,Apartment,43.6369513,-79.4000826
9 Spadina N 511 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C8171958,600,699,649.5,Condo Apartment,Apartment,43.6440298,-79.3950795
27 Bathurst St 816W Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9390749,600,699,649.5,Condo Apartment,Apartment,43.6524247,-79.4060821
7 Grenville St 5408 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9256310,600,699,649.5,Condo Apartment,Apartment,43.6619255,-79.3839193
21 Widmer St 2301 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9389349,600,699,649.5,Condo Apartment,Apartment,43.6467963,-79.3912459
50 Camden St 605 Toronto,1,1,Condo Apt Apartment,2900,600-699,C10432970,600,699,649.5,Condo Apartment,Apartment,43.646983,-79.398266
88 Harbour St 3402 Toronto,1,1,Condo Apt Apartment,2900,0-499,C9271689,0,499,249.5,Condo Apartment,Apartment,43.6419466,-79.3790699
35 Mariner Terr 4507 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10425930,600,699,649.5,Condo Apartment,Apartment,43.6396842,-79.3921258
12 York St 4903 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9364606,600,699,649.5,Condo Apartment,Apartment,43.6416277,-79.3820399
210 Victoria St 4305 Toronto,1,1,Condo Apt Apartment,2900,600-699,C9392013,600,699,649.5,Condo Apartment,Apartment,43.6491448,-79.3766178
21 Scollard St 104 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10411641,600,699,649.5,Condo Apartment,Apartment,43.6723044,-79.388785
1 Palace Pier Crt 2404 Toronto,1,1,Condo Apt Apartment,2900,700-799,W10441586,700,799,749.5,Condo Apartment,Apartment,43.6314871,-79.472638
357 King St W 4002 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9416079,500,599,549.5,Condo Apartment,Apartment,43.6457388,-79.3924508
18 Hollywood Ave Ph106 Toronto,1+1,1,Condo Apt Apartment,2900,900-999,C9374492,900,999,949.5,Condo Apartment,Apartment,14.33905,120.93384
28 Freeland St 5306 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10423729,600,699,649.5,Condo Apartment,Apartment,43.6435571,-79.3735859
170 Avenue Rd N 308 Toronto,1,1,Condo Apt Apartment,2900,500-599,C10421116,500,599,549.5,Condo Apartment,Apartment,43.7184626,-79.414623
609 Avenue Rd 1508 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10428772,600,699,649.5,Condo Apartment,Apartment,43.6896946,-79.4021376
637 Lake Shore Blvd 820 Toronto,1,1,Condo Apt 2-Storey,2900,600-699,C9398266,600,699,649.5,Condo Apartment,2-Storey,43.6351866,-79.4020141
1121 Bay St 202 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9509635,600,699,649.5,Condo Apartment,Apartment,-33.0090271,151.5947431
1926 Lake Shore Blvd W 3308 Toronto,1+1,2,Comm Element Condo Apartment,2900,700-799,W10874961,700,799,749.5,Common Element Condo,Apartment,43.6357623,-79.4672009
100 Harbour St 4509 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10204414,600,699,649.5,Condo Apartment,Apartment,43.6418413,-79.3796207
633 Bay St 2011 Toronto,1,2,Condo Apt Apartment,2900,800-899,C10412527,800,899,849.5,Condo Apartment,Apartment,-33.0090271,151.5947431
21 Grand Magazine St 811 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C10893796,700,799,749.5,Condo Apartment,Apartment,43.6374594,-79.402685
33 University Ave 1901 Toronto,1+1,2,Condo Apt Apartment,2900,900-999,C9770271,900,999,949.5,Condo Apartment,Apartment,43.6462186,-79.3835768
73 Richmond St W 409 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9506610,500,599,549.5,Condo Apartment,Apartment,43.650817,-79.382441
887 Bay St 310 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10432343,600,699,649.5,Condo Apartment,Apartment,43.6629831,-79.3862917
2269 Lake Shore Blvd W 1207 Toronto,1+1,2,Condo Apt Apartment,2900,900-999,W9512430,900,999,949.5,Condo Apartment,Apartment,43.619658,-79.4842593
7 Carlton St 1108 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C9297032,700,799,749.5,Condo Apartment,Apartment,43.661366,-79.3824564
2240 Lake Shore Blvd 1208 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,W9370344,600,699,649.5,Condo Apartment,Apartment,43.6212424,-79.4830236
50 John St 815 Toronto,1+1,1,Condo Apt Apartment,2900,800-899,C10425921,800,899,849.5,Condo Apartment,Apartment,43.7030246,-79.516544
181 Sheppard Ave Ave E 226 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10416758,600,699,649.5,Condo Apartment,Apartment,43.7638254,-79.3997968
78 Carr St 19 Toronto,1,1,Condo Townhouse Stacked Townhse,2900,500-599,C9514222,500,599,549.5,Condo Townhouse,Stacked Townhse,43.6496611,-79.401417
80 John St 1311 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10429401,600,699,649.5,Condo Apartment,Apartment,43.704231,-79.5153531
763 Bay St 903 Toronto,1+1,2,Condo Apt Apartment,2900,700-799,C10441589,700,799,749.5,Condo Apartment,Apartment,-33.0090271,151.5947431
55 mercer St 3709 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9231102,600,699,649.5,Condo Apartment,Apartment,43.6459046,-79.3896041
19 Western Battery Rd 3003 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9377074,600,699,649.5,Condo Apartment,Apartment,43.6396698,-79.4113565
35 Mariner Terr 5308 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9420090,600,699,649.5,Condo Apartment,Apartment,43.6396842,-79.3921258
386 Yonge St 1221 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9392374,600,699,649.5,Condo Apartment,Apartment,43.6443285,-79.3759449
33 Harbour Sq 3206 Toronto,1,1,Condo Apt Apartment,2900,700-799,C9355268,700,799,749.5,Condo Apartment,Apartment,43.6406828,-79.3769999
65 St Mary St 1906 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10416580,600,699,649.5,Condo Apartment,Apartment,43.6679624,-79.3859736
375 King St W 411 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9377885,500,599,549.5,Condo Apartment,Apartment,43.6491463,-79.3780007
11 Bogert Ave 1205 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9398863,600,699,649.5,Condo Apartment,Apartment,43.7605041,-79.4116221
21 Widmer St 3501 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10845468,600,699,649.5,Condo Apartment,Apartment,43.6467963,-79.3912459
8 Cumberland St 4205 Toronto,1+1,1,Condo Apt Apartment,2900,500-599,C9382518,500,599,549.5,Condo Apartment,Apartment,43.671126,-79.3875666
75 East Liberty St 1109 Toronto,1+1,1,Comm Element Condo Apartment,2900,600-699,C10410853,600,699,649.5,Common Element Condo,Apartment,43.6379927,-79.4147691
19 Grand Trunk Cres 2315 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C9512959,700,799,749.5,Condo Apartment,Apartment,43.6416809,-79.3830414
100 Harbour St 6705 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10404962,600,699,649.5,Condo Apartment,Apartment,43.6418413,-79.3796207
8 York St 3503 Toronto,1+1,2,Condo Apt Apartment,2900,700-799,C9768873,700,799,749.5,Condo Apartment,Apartment,43.6405606,-79.3809863
377 Madison Ave 209 Toronto,1+1,1,Condo Townhouse Apartment,2900,600-699,C9375878,600,699,649.5,Condo Townhouse,Apartment,43.6771817,-79.4066173
2269 Lake Shore Blvd W 310 Toronto,1,2,Condo Apt Apartment,2895,700-799,W9400059,700,799,749.5,Condo Apartment,Apartment,43.619658,-79.4842593
16 Bonnycastle St 3204 Toronto,1+1,1,Condo Apt Apartment,2895,600-699,C10423560,600,699,649.5,Condo Apartment,Apartment,43.6458857,-79.364435
29 Queens Quay E 421 Toronto,1+1,2,Condo Apt Apartment,2895,700-799,C9768936,700,799,749.5,Condo Apartment,Apartment,43.6413123,-79.3728733
55 Mercer St 5101 Toronto,1+1,1,Condo Apt Apartment,2895,500-599,C9380803,500,599,549.5,Condo Apartment,Apartment,43.6459046,-79.3896041
20 Inn On The Park Dr 638 Toronto,1+1,2,Condo Apt Apartment,2890,700-799,C9507141,700,799,749.5,Condo Apartment,Apartment,43.70011,-79.4163
10 Graphophone Grve 1004 Toronto,1+1,1,Condo Apt Apartment,2888,600-699,W9283355,600,699,649.5,Condo Apartment,Apartment,-33.8678,151.2073
11 Brunel Crt 3608 Toronto,1+1,1,Condo Apt Apartment,2880,600-699,C10409783,600,699,649.5,Condo Apartment,Apartment,43.6394024,-79.3931457
81 Navy Wharf Crt E 3501 Toronto,1,1,Condo Apt Apartment,2875,600-699,C9363788,600,699,649.5,Condo Apartment,Apartment,43.6405477,-79.3914072
488 UNIVERSITY Ave W 2412 Toronto,1+1,1,Comm Element Condo Apartment,2870,600-699,C9418913,600,699,649.5,Common Element Condo,Apartment,43.6509574,-79.386476
59 Annie Craig Dr 2601 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,W10402998,600,699,649.5,Condo Apartment,Apartment,43.6254684,-79.4784276
295 Adelaide St W 2205 Toronto,1+1,1,Condo Apt Multi-Level,2850,600-699,C9399152,600,699,649.5,Condo Apartment,Multi-Level,43.6499439,-79.380679
19 Bathurst St 3103 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C10412148,600,699,649.5,Condo Apartment,Apartment,43.6375253,-79.3997172
7 Carlton St 516 Toronto,1,1,Condo Apt Apartment,2850,700-799,C9400397,700,799,749.5,Condo Apartment,Apartment,43.661366,-79.3824564
32 Forest Manor Rd 1509 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C9511457,600,699,649.5,Condo Apartment,Apartment,43.7711322,-79.3442384
33 Bay St 302 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C9350083,600,699,649.5,Condo Apartment,Apartment,-33.0090271,151.5947431
8 Eglinton Ave E 2712 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C10422834,600,699,649.5,Condo Apartment,Apartment,43.7072672,-79.3979637
138 Downes St E 5202 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C10477044,700,799,749.5,Condo Apartment,Apartment,43.6442233,-79.3713317
35 Mariner Terr 2601 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C10406160,600,699,649.5,Condo Apartment,Apartment,43.6396842,-79.3921258
50 Western Battery Rd 925 Toronto,1+1,2,Condo Apt 2-Storey,2850,800-899,C10432538,800,899,849.5,Condo Apartment,2-Storey,43.6396956,-79.4141143
117 Gerrard St 503 Toronto,1+1,1,Condo Apt Apartment,2850,700-799,C10463705,700,799,749.5,Condo Apartment,Apartment,43.6600163,-79.3760194
710 Spadina Ave 107 Toronto,1+1,1,Condo Apt Apartment,2850,700-799,C10414619,700,799,749.5,Condo Apartment,Apartment,43.6650662,-79.4034876
543 Richmond St W 607 Toronto,1+1,2,Condo Apt Apartment,2850,800-899,C10432020,800,899,849.5,Condo Apartment,Apartment,43.646847,-79.401237
300 Bloor St E 806 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9038486,700,799,749.5,Condo Apartment,Apartment,43.6721694,-79.3798893
85 East Liberty St 1008 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C10426365,700,799,749.5,Condo Apartment,Apartment,43.6378584,-79.4154765
28 Freeland St 5006 Toronto,1+1,1,Comm Element Condo Apartment,2850,600-699,C10416095,600,699,649.5,Common Element Condo,Apartment,43.6435571,-79.3735859
75 St Nicholas St 1408 Toronto,1,1,Condo Apt Apartment,2850,500-599,C9419206,500,599,549.5,Condo Apartment,Apartment,43.667731,-79.386616
99 The Donway W 107 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C10421230,600,699,649.5,Condo Apartment,Apartment,43.7322506,-79.342292
30 Harrison Garden Blvd 701 Toronto,1,1,Condo Apt Apartment,2850,500-599,C9394910,500,599,549.5,Condo Apartment,Apartment,43.75632,-79.4083897
5 St Joseph St 1402 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9505841,700,799,749.5,Condo Apartment,Apartment,43.6659141,-79.385163
1 Aberfoyle Cres 807 Toronto,1,1,Condo Apt Apartment,2850,700-799,W10890934,700,799,749.5,Condo Apartment,Apartment,43.6458785,-79.5204655
35 Mariner Terr 3902 Toronto,1+1,1,Condo Apt Multi-Level,2850,600-699,C10048574,600,699,649.5,Condo Apartment,Multi-Level,43.6396842,-79.3921258
390 Cherry St 2601 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C9514708,600,699,649.5,Condo Apartment,Apartment,43.6500473,-79.3569862
80 Esther Lorrie Dr W 304 Toronto,1+1,1,Comm Element Condo Apartment,2850,600-699,W10418630,600,699,649.5,Common Element Condo,Apartment,43.7319406,-79.5769949
1030 King St W LPH07 Toronto,1,1,Condo Apt Apartment,2850,500-599,C9387579,500,599,549.5,Condo Apartment,Apartment,43.70011,-79.4163
120 Bayview Ave N418 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9513326,700,799,749.5,Condo Apartment,Apartment,43.9047946,-79.4210506
16 Yonge St 3206 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9507143,700,799,749.5,Condo Apartment,Apartment,43.6432399,-79.3760682
208 Queens Quay W 302 Toronto,1+2,2,Condo Apt Apartment,2850,700-799,C9416717,700,799,749.5,Condo Apartment,Apartment,43.6399491,-79.3813766
9 Bogert Ave 1501 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C10404951,600,699,649.5,Condo Apartment,Apartment,43.7602836,-79.4112099
3 Navy Wharf Crt 2003 Toronto,1+1,1,Condo Apt Apartment,2850,700-799,C10893891,700,799,749.5,Condo Apartment,Apartment,43.6403644,-79.3909041
158 Front St 2209 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C10429170,600,699,649.5,Condo Apartment,Apartment,43.6450075,-79.384247
7 Grenville St 508 Toronto,1+1,2,Condo Apt 2-Storey,2850,900-999,C9385501,900,999,949.5,Condo Apartment,2-Storey,43.6619255,-79.3839193
650 Queens Quay W 1210 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9417243,700,799,749.5,Condo Apartment,Apartment,43.6355609,-79.3989298
21 Clairtrell Rd 408 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C10428888,600,699,649.5,Condo Apartment,Apartment,43.7681452,-79.3907804
2525 Bathurst St 1201 Toronto,1,1,Condo Apt Apartment,2845,700-799,C9510656,700,799,749.5,Condo Apartment,Apartment,43.7060111,-79.4261084
397 Front St W 1612 Toronto,1+1,1,Condo Apt Apartment,2825,700-799,C10885109,700,799,749.5,Condo Apartment,Apartment,43.6426238,-79.3935266
40 Scollard St 1205 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9310223,600,699,649.5,Condo Apartment,Apartment,43.672532,-79.3895011
195 McCaul St 504 Toronto,1+1,1,Condo Apt Apartment,2800,500-599,C9367383,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
7 Bishop Ave Ph2406 Toronto,1,2,Condo Apt Apartment,2800,900-999,C10422557,900,999,949.5,Condo Apartment,Apartment,14.33905,120.93384
65 Harbour Sq 1907 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10425795,600,699,649.5,Condo Apartment,Apartment,43.6400917,-79.3786053
99 Harbour Sq 1306 Toronto,1,1,Condo Apt Apartment,2800,800-899,C10441352,800,899,849.5,Condo Apartment,Apartment,43.6392601,-79.3790609
33 Charles St E 2908 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9370878,600,699,649.5,Condo Apartment,Apartment,43.6686495,-79.3844882
185 Roehampton Ave 2512 Toronto,1+1,1,Condo Apt Apartment,2800,500-599,C9418738,500,599,549.5,Condo Apartment,Apartment,43.7089756,-79.3929623
1638 Bloor St W 1006 Toronto,1+1,1,Condo Apt Apartment,2800,700-799,W10422621,700,799,749.5,Condo Apartment,Apartment,43.6557254,-79.456573
45 Charles St E 3909 Toronto,1+1,2,Condo Apt Apartment,2800,700-799,C9512855,700,799,749.5,Condo Apartment,Apartment,43.6687602,-79.3838568
30 Roehampton Ave Th4 Toronto,1+1,2,Condo Apt Apartment,2800,800-899,C10440556,800,899,849.5,Condo Apartment,Apartment,43.7085675,-79.3958567
88 Blue Jays Way 1804 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C9417956,600,699,649.5,Condo Apartment,Apartment,43.6455945,-79.3922628
15 Beverley St 505 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10410420,600,699,649.5,Condo Apartment,Apartment,43.6505431,-79.3921693
15 Viking Lane N 2405 Toronto,1+1,1,Comm Element Condo Apartment,2800,600-699,W9348075,600,699,649.5,Common Element Condo,Apartment,43.6388611,-79.5362543
381 Front St W SPH01 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10431631,600,699,649.5,Condo Apartment,Apartment,43.70011,-79.4163
5 St Joseph St 1111 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C9513382,600,699,649.5,Condo Apartment,Apartment,43.6659141,-79.385163
21 Nelson St Lph 17 Toronto,1,2,Condo Apt 2-Storey,2800,600-699,C10412746,600,699,649.5,Condo Apartment,2-Storey,43.70011,-79.4163
7 Golden Lion Hts 2506 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C9357087,600,699,649.5,Condo Apartment,Apartment,-34.4833,150.85
505 Richmond St W 620 Toronto,1,1,Condo Apt Apartment,2800,600-699,C10440495,600,699,649.5,Condo Apartment,Apartment,43.647269,-79.39923
12 Bonnycastle St 813 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C9513640,600,699,649.5,Condo Apartment,Apartment,43.645729,-79.364291
1171 Queen St W 1508 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9419929,600,699,649.5,Condo Apartment,Apartment,43.642622,-79.4259892
75 Queens Wharf Rd 4003 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10426857,600,699,649.5,Condo Apartment,Apartment,43.6384982,-79.3979929
8 The Esplanade 5503 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10874705,600,699,649.5,Condo Apartment,Apartment,43.6461798,-79.3763003
